modelo,q_norm,vazao,geracao_bruta,geracao_pos_processada,corte_mwmed,derivada_mw_por_m3s,derivada_alvo_mw_por_m3s
pinn_fisica_1d,0.9494949494949495,19511.631520280935,14930.407206733003,13946.316250000002,984.0909567330018,-0.2919988594214844,0
pinn_fisica_1d,0.9595959595959596,19695.998184974746,14876.81436490908,13946.316250000002,930.4981149090781,-0.28930267003006455,0
pinn_fisica_1d,0.9696969696969697,19880.36484966856,14823.755456570781,13946.316250000002,877.4392065707798,-0.2862154500333441,0
pinn_fisica_1d,0.9797979797979798,20064.731514362375,14771.297997088344,13946.316250000002,824.9817470883427,-0.282786153694511,0
pinn_fisica_1d,0.98989898989899,20249.09817905619,14719.500851324565,13946.316250000002,773.1846013245631,-0.2790597047445293,0
pinn_fisica_1d,1,20433.46484375,14668.414956100949,13946.316250000002,722.0987061009473,-0.27507722090620096,0
pinn_hidrologica,0,2181.1650390625,2478.1447407555406,2478.1447407555406,0,1.081108440043625,1.041822
pinn_hidrologica,0.010101010101010102,2365.531703756313,2677.8645666334432,2677.8645666334432,0,1.0854096091268401,1.041822
pinn_hidrologica,0.020202020202020204,2549.8983684501263,2878.3608646576895,2878.3608646576895,0,1.0895370185983764,1.041822
pinn_hidrologica,0.030303030303030304,2734.2650331439395,3079.604567641958,3079.604567641958,0,1.0935229185102617,1.041822
pinn_hidrologica,0.04040404040404041,2918.6316978377527,3281.572564273283,3281.572564273283,0,1.097399570093557,1.041822
pinn_hidrologica,0.050505050505050504,3102.9983625315654,3484.247646573318,3484.247646573318,0,1.1011986447053745,1.041822
pinn_hidrologica,0.06060606060606061,3287.365027225379,3687.6183419126914,3687.6183419126914,0,1.1049505732345517,1.041822
pinn_hidrologica,0.0707070707070707,3471.7316919191917,3891.678620883469,3891.678620883469,0,1.1086838510165784,1.041822
pinn_hidrologica,0.08080808080808081,3656.0983566130053,4096.427473431175,4096.427473431175,0,1.1124243051475804,1.041822
pinn_hidrologica,0.09090909090909091,3840.465021306818,4301.868347107654,4301.868347107654,0,1.1161943331829607,1.041822
pinn_hidrologica,0.10101010101010101,4024.831686000631,4508.0084431742,4508.0084431742,0,1.120012124537392,1.041822
pinn_hidrologica,0.1111111111111111,4209.198350694444,4714.857868601488,4714.857868601488,0,1.123890878439052,1.041822
pinn_hidrologica,0.12121212121212122,4393.565015388258,4922.428644811245,4922.428644811245,0,1.1278380349565962,1.041822
pinn_hidrologica,0.13131313131313133,4577.931680082071,5130.733577301795,5130.733577301795,0,1.1318545383476961,1.041822
