epoca,loss_total,loss_dados,loss_fisica,loss_contorno
0,1.8556709359326011,0.7971816755880965,5.2919380067686665,0.00010165899077126305
1,1.3911699108400082,0.5076590793260375,4.416939492432579,0.0001229330274547306
2,1.0854941601226846,0.3581045268485365,3.636370066376561,0.00011561999883582809
3,0.8628986613432363,0.27406535592998393,2.9436856677041168,0.00009617187242899507
4,0.6901747822177084,0.2241984545952542,2.3295193940320096,0.0000724488160522549
5,0.5495826933414696,0.19203623528929573,1.78748638186107,0.00004918167995984794
6,0.43090511321781094,0.16792611425711093,1.3147484577148432,0.000029307417731386804
7,0.32698946981927046,0.1445521247869175,0.9121062974797117,0.00001608553641062155
8,0.23360091704209782,0.11676076078525832,0.583522988284897,0.00013555859986009593
9,0.15405264868631438,0.08640269024650385,0.3337325816739264,0.000903442105025251
10,0.09985925812441425,0.06351340291791256,0.16493002854597125,0.0033598494973074294
11,0.08153616253682873,0.058023351914589016,0.07442067977269992,0.008628674667699726
12,0.09685608828964162,0.06941880170054562,0.05344058335112694,0.01674916991887062
13,0.1288285163034601,0.08619619938524871,0.0864106895399105,0.025350179010229297
14,0.1593669527748195,0.09828051309929296,0.1481574385651106,0.03145495196250441
15,0.17840269598949704,0.10320409637712404,0.20680461518995433,0.03383767657438212
16,0.1825636440453054,0.10187638560686631,0.23728253476682826,0.03323075148507343
17,0.17209022866829787,0.09506623169342612,0.2334791283336988,0.030328171308131986
18,0.15088768918578072,0.08440164590611747,0.20389934670802512,0.025706173938058203
19,0.12417676494758079,0.07164370899440237,0.1624047645450275,0.02005210304417291
20,0.09735992814870788,0.05888891428665589,0.12118191756353315,0.014234630349345356
21,0.07608554102825124,0.04938153282841416,0.08745576909496684,0.009212854380843717
22,0.06413201645650375,0.045717635891168056,0.06416455294696076,0.005581469975943543
23,0.060958556521940384,0.04728713531797395,0.05174216328620333,0.0033229885467257704
24,0.06253920949178449,0.05068000001301973,0.049050789258184305,0.0020490516271279074
25,0.06474910125363514,0.05262811254143379,0.0537336973597456,0.001374249240252227
26,0.06571232170323749,0.05215412917064393,0.0626189126107,0.0010344100104535511
27,0.06568618529458699,0.050345775396469304,0.07233348897812526,0.0008737121024926398
28,0.06571664792005444,0.048914746603781166,0.07996920295884737,0.0008080607245038059
29,0.06649556444400674,0.048970508014372395,0.08364829705509348,0.0007953970186156553
30,0.06793760205280883,0.05056029913789359,0.08278811222476187,0.0008196804699628649
31,0.06923115870559131,0.05275769931397925,0.07795703208423597,0.0008820529747648627
32,0.06916311459156689,0.05407369405245482,0.07046907476704811,0.000995605585702462
33,0.06680305347960125,0.05323925673405118,0.061924537005063375,0.0011788893445373813
34,0.06227489850556675,0.05005883045804891,0.053842456021501124,0.0014475768432176109
35,0.05688122478485766,0.045587064367717284,0.04745893616804401,0.0018023731835315722
36,0.052345450011578094,0.04139411767535437,0.04366856127660756,0.002217620080902213
37,0.049845499566200345,0.03860088292593667,0.04301090692555795,0.0026424352551520833
38,0.04962682229746577,0.03748261490813531,0.045584091319796204,0.0030273891253712205
39,0.05121913290443447,0.03769565181393251,0.05086241474675348,0.0033509981411512617
40,0.053783331679244636,0.03862734539654187,0.057596425016274426,0.003636701279447878
41,0.056380777390529574,0.039643163423232604,0.0640430855719838,0.003928996852900215
42,0.058290952655488636,0.040330193171364284,0.06855174461734874,0.004250410560654601
43,0.059197120646248116,0.040589421010039595,0.07017255403720246,0.0045731888287680305
44,0.05904813692828211,0.040451577392796235,0.06887730810538849,0.004821097914408176
45,0.05791108309303772,0.039938062250767334,0.06531715397079305,0.004909590048111775
46,0.05606089840372588,0.03917786607975489,0.060395652493484525,0.004803901825274087
47,0.05398650413139467,0.03844656257185813,0.05498758682201823,0.004542424195132895
48,0.05210021306758801,0.037919941741533535,0.04987787396039612,0.004204696533975252
49,0.050516753862989816,0.03750540066155325,0.045758315579848524,0.003859690085466864
50,0.04917892105347819,0.03701644216355266,0.043135007914006644,0.0035354773071241937
51,0.04807983488039871,0.036417354825692624,0.04217389236952249,0.003227701580801589
52,0.04729582892936119,0.035847429639676,0.042631116064268094,0.002922176076831575
53,0.04690236034537421,0.03549325674572956,0.04396179604848645,0.002616744389947363
54,0.04689462796132024,0.035455969918146354,0.04555064786061565,0.0023285284710507577
55,0.04712631074331607,0.03565765270395831,0.046914905753872756,0.0020856768885832064
56,0.04731691204590547,0.035849976127730936,0.04778028159801758,0.001910879598571016
57,0.04720366095730013,0.035780936847175676,0.04804866312311155,0.0018129914855021427
58,0.04672642653804178,0.03539268933081297,0.047736204160004916,0.001786496375227818
59,0.04604765104537792,0.034844775366715805,0.046939244916277344,0.001815026695406649
60,0.045400073190930375,0.034356112026979795,0.04583230877526646,0.0018774994088972855
61,0.044936821735503,0.0340489731183934,0.04466154687024018,0.0019555392430615614
62,0.04468942225736301,0.033910729208605384,0.04369403531601584,0.002039885985554462
63,0.0445965855424122,0.03384020269158129,0.04312811270324972,0.0021307603101809658
64,0.04456257384077449,0.03372716569740368,0.04302318875705514,0.002230770391959785
65,0.044526685335163484,0.03353124127295967,0.04330257480551618,0.002334929101100579
66,0.04448495023556298,0.03329568581582733,0.04381909499282282,0.002425445421171089
67,0.04444311832560968,0.033081658846529464,0.04442399708622115,0.002476660061835989
68,0.04437865656694043,0.032910739755627895,0.0449953163461224,0.0024688535420880568
69,0.044258093678414,0.03277022578838492,0.045433058039334534,0.002401256282162165
70,0.04405572119988855,0.032631742411266686,0.04565800722305633,0.0022923773440105934
71,0.04374887706047502,0.03245483869524626,0.045634351337063055,0.0021671680978161377
72,0.04333239405187271,0.03220988799854137,0.04539600555285702,0.002043304942759935
73,0.04284559411123122,0.03191148228297837,0.04504013957936819,0.001926083912379211
74,0.04236375384205189,0.031614527108297465,0.04468154173746413,0.0018129183862616008
75,0.04195843882365893,0.031376340144600535,0.04440223624268547,0.0017016514305213067
76,0.041662325126423976,0.031220096226875584,0.04423219187504772,0.0015957905245388498
77,0.04145257858613762,0.031116554196141913,0.04416271855566256,0.0015034806788631935
