nom_bacia;ena_data;ena_bruta_bacia_mwmed;ena_bruta_bacia_percentualmlt;ena_armazenavel_bacia_mwmed;ena_armazenavel_bacia_percentualmlt
AMAZONAS;2019-01-01;14321.72070313;86.23750305;10668.99511719;64.24279785
ARAGUARI;2019-01-01;632.53900146;245.24530029;362.68499756;140.61869812
CAPIVARI;2019-01-01;56.02299881;34.32400131;56.02299881;34.32400131
DOCE;2019-01-01;2101.72998047;125.37259674;1097.41601563;65.46320343
GRANDE;2019-01-01;5404.45800781;59.08409882;5404.45800781;59.08409882
IGUACU;2019-01-01;1889.50097656;51.43899918;1878.06604004;51.12770081
ITABAPOANA;2019-01-01;141.78399658;138.39950562;6.83199978;6.66890001
ITAJAI;2019-01-01;75.45700073;36.56489944;75.45700073;36.56489944
JACUI;2019-01-01;690.45697021;123.58190155;646.72698975;115.75479889
JEQUITINHONHA;2019-01-01;635.33502197;59.97779846;620.66601563;58.59299850
MUCURI;2019-01-01;68.52700043;90.08290100;68.52700043;90.08290100
PARAGUACU;2019-01-01;19.51300049;13.34169960;19.51300049;13.34169960
PARAGUAI;2019-01-01;595.30902100;93.56230164;546.59802246;85.90660095
PARAIBA DO SUL;2019-01-01;1051.86303711;65.07240295;1045.41503906;64.67350006
PARANA;2019-01-01;14198.48242188;63.07609940;14185.34570313;63.01779938
PARANAIBA;2019-01-01;6847.95800781;75.93419647;6732.67382813;74.65579987
PARANAPANEMA;2019-01-01;1049.18200684;43.15549850;1047.49499512;43.08610153
PARNAIBA;2019-01-01;106.28600311;44.02819824;106.28600311;44.02819824
SAO FRANCISCO;2019-01-01;5812.48779297;42.87350082;5812.48779297;42.87350082
TIETE;2019-01-01;844.57000732;45.29410172;840.14801025;45.05690002
TOCANTINS;2019-01-01;6478.13476563;46.22320175;6478.13476563;46.22320175
URUGUAI;2019-01-01;2119.87597656;86.23950195;2061.47192383;83.86350250
AMAZONAS;2019-01-02;14825.82226563;89.27300262;13301.59472656;80.09490204
