nom_bacia;ena_data;ena_bruta_bacia_mwmed;ena_bruta_bacia_percentualmlt;ena_armazenavel_bacia_mwmed;ena_armazenavel_bacia_percentualmlt
AMAZONAS;2011-01-01;479.00000000;76.55999756;475.00000000;75.91999817
ARAGUARI;2011-01-01;0E-8;0E-8;0E-8;0E-8
CAPIVARI;2011-01-01;126.00000000;75.88999939;126.00000000;75.88999939
DOCE;2011-01-01;4759.00000000;284.70999146;1753.00000000;104.87000275
GRANDE;2011-01-01;9059.00000000;99.55999756;8757.00000000;96.23999786
IGUACU;2011-01-01;8002.00000000;207.94000244;7987.00000000;207.55000305
ITABAPOANA;2011-01-01;289.00000000;278.45999146;50.00000000;48.18000031
ITAJAI;2011-01-01;116.00000000;56.56000137;116.00000000;56.56000137
JACUI;2011-01-01;406.00000000;71.47000122;402.00000000;70.76999664
JEQUITINHONHA;2011-01-01;1095.00000000;101.43000031;1095.00000000;101.43000031
MUCURI;2011-01-01;74.00000000;93.81999969;64.00000000;81.13999939
PARAGUACU;2011-01-01;44.00000000;29.95000076;44.00000000;29.95000076
PARAGUAI;2011-01-01;624.00000000;97.31999969;550.00000000;85.77999878
PARAIBA DO SUL;2011-01-01;1302.00000000;103.04000092;1161.00000000;91.87999725
PARANA;2011-01-01;21492.00000000;94.91000366;20778.00000000;91.76000214
PARANAIBA;2011-01-01;11424.00000000;128.27000427;11248.00000000;126.30000305
PARANAPANEMA;2011-01-01;2307.00000000;107.98999786;2307.00000000;107.98999786
PARNAIBA;2011-01-01;146.00000000;61.00999832;146.00000000;61.00999832
SAO FRANCISCO;2011-01-01;10038.00000000;73.27999878;9917.00000000;72.40000153
TIETE;2011-01-01;1156.00000000;62.61999893;1070.00000000;57.95999908
TOCANTINS;2011-01-01;12355.00000000;96.86000061;11938.00000000;93.58999634
URUGUAI;2011-01-01;1801.00000000;77.91000366;1708.00000000;73.87999725
AMAZONAS;2011-01-02;507.00000000;81.04000092;503.00000000;80.40000153
ARAGUARI;2011-01-02;0E-8;0E-8;0E-8;0E-8
CAPIVARI;2011-01-02;131.00000000;78.91000366;131.00000000;78.91000366
DOCE;2011-01-02;4001.00000000;239.36000061;1564.00000000;93.56999969
GRANDE;2011-01-02;8882.00000000;97.61000061;8676.00000000;95.34999847
IGUACU;2011-01-02;7661.00000000;199.08000183;7661.00000000;199.08000183
