nom_bacia;ena_data;ena_bruta_bacia_mwmed;ena_bruta_bacia_percentualmlt;ena_armazenavel_bacia_mwmed;ena_armazenavel_bacia_percentualmlt
AMAZONAS;2007-01-01;378.00000000;74.76000214;374.00000000;73.97000122
ARAGUARI;2007-01-01;0E-8;0E-8;0E-8;0E-8
CAPIVARI;2007-01-01;52.00000000;31.31999969;52.00000000;31.31999969
DOCE;2007-01-01;1997.00000000;132.66000366;990.00000000;65.76999664
GRANDE;2007-01-01;9535.00000000;104.79000092;9535.00000000;104.79000092
IGUACU;2007-01-01;3910.00000000;101.59999847;3910.00000000;101.59999847
ITABAPOANA;2007-01-01;311.00000000;299.66000366;28.00000000;26.97999954
ITAJAI;2007-01-01;0E-8;0E-8;0E-8;0E-8
JACUI;2007-01-01;320.00000000;72.12000275;314.00000000;70.76999664
JEQUITINHONHA;2007-01-01;1132.00000000;104.86000061;1132.00000000;104.86000061
MUCURI;2007-01-01;117.00000000;148.33999634;68.00000000;86.22000122
PARAGUACU;2007-01-01;66.00000000;44.93000031;66.00000000;44.93000031
PARAGUAI;2007-01-01;616.00000000;96.06999969;482.00000000;75.16999817
PARAIBA DO SUL;2007-01-01;1323.00000000;104.69999695;1302.00000000;103.04000092
PARANA;2007-01-01;26716.00000000;117.98000336;22663.00000000;100.08000183
PARANAIBA;2007-01-01;12323.00000000;155.91000366;12018.00000000;152.05000305
PARANAPANEMA;2007-01-01;1393.00000000;65.20999908;1392.00000000;65.16000366
PARNAIBA;2007-01-01;141.00000000;58.91999817;141.00000000;58.91999817
SAO FRANCISCO;2007-01-01;15721.00000000;115.65000153;14915.00000000;109.72000122
TIETE;2007-01-01;1646.00000000;89.16000366;1634.00000000;88.51000214
TOCANTINS;2007-01-01;6813.00000000;54.97999954;6813.00000000;54.97999954
URUGUAI;2007-01-01;1022.00000000;67.76000214;1022.00000000;67.76000214
AMAZONAS;2007-01-02;384.00000000;75.94999695;384.00000000;75.94999695
ARAGUARI;2007-01-02;0E-8;0E-8;0E-8;0E-8
CAPIVARI;2007-01-02;48.00000000;28.90999985;48.00000000;28.90999985
DOCE;2007-01-02;1752.00000000;116.38999939;1006.00000000;66.83000183
GRANDE;2007-01-02;10436.00000000;114.69000244;10416.00000000;114.47000122
IGUACU;2007-01-02;3661.00000000;95.12999725;3661.00000000;95.12999725
ITABAPOANA;2007-01-02;253.00000000;243.77000427;-1.00000000;-0.95999998
ITAJAI;2007-01-02;0E-8;0E-8;0E-8;0E-8
JACUI;2007-01-02;332.00000000;74.83000183;326.00000000;73.48000336
JEQUITINHONHA;2007-01-02;1235.00000000;114.40000153;1235.00000000;114.40000153
MUCURI;2007-01-02;113.00000000;143.27000427;69.00000000;87.48000336
PARAGUACU;2007-01-02;65.00000000;44.24000168;65.00000000;44.24000168
PARAGUAI;2007-01-02;618.00000000;96.38999939;478.00000000;74.55000305
PARAIBA DO SUL;2007-01-02;1318.00000000;104.30999756;1279.00000000;101.22000122
PARANA;2007-01-02;27130.00000000;119.80999756;26273.00000000;116.01999664
PARANAIBA;2007-01-02;13658.00000000;172.80000305;13086.00000000;165.57000732
PARANAPANEMA;2007-01-02;1736.00000000;81.26000214;1734.00000000;81.16999817
PARNAIBA;2007-01-02;149.00000000;62.25999832;149.00000000;62.25999832
SAO FRANCISCO;2007-01-02;15987.00000000;117.61000061;15138.00000000;111.37000275
TIETE;2007-01-02;1882.00000000;101.94999695;1839.00000000;99.62000275
TOCANTINS;2007-01-02;6733.00000000;54.33000183;6733.00000000;54.33000183
URUGUAI;2007-01-02;954.00000000;63.25000000;954.00000000;63.25000000
AMAZONAS;2007-01-03;392.00000000;77.52999878;392.00000000;77.52999878
ARAGUARI;2007-01-03;0E-8;0E-8;0E-8;0E-8
CAPIVARI;2007-01-03;151.00000000;90.94999695;151.00000000;90.94999695
DOCE;2007-01-03;1765.00000000;117.25000000;1139.00000000;75.66000366
GRANDE;2007-01-03;11118.00000000;122.18000031;11043.00000000;121.36000061
IGUACU;2007-01-03;3701.00000000;96.16999817;3701.00000000;96.16999817
ITABAPOANA;2007-01-03;262.00000000;252.44999695;49.00000000;47.20999908
ITAJAI;2007-01-03;0E-8;0E-8;0E-8;0E-8
JACUI;2007-01-03;487.00000000;109.76000214;480.00000000;108.18000031
JEQUITINHONHA;2007-01-03;1001.00000000;92.73000336;1001.00000000;92.73000336
MUCURI;2007-01-03;112.00000000;142.00000000;73.00000000;92.55000305
PARAGUACU;2007-01-03;63.00000000;42.88000107;63.00000000;42.88000107
PARAGUAI;2007-01-03;599.00000000;93.41999817;505.00000000;78.76000214
PARAIBA DO SUL;2007-01-03;1553.00000000;122.90000153;1366.00000000;108.09999847
PARANA;2007-01-03;28276.00000000;124.87000275;28276.00000000;124.87000275
PARANAIBA;2007-01-03;14972.00000000;189.42999268;14226.00000000;179.99000549
PARANAPANEMA;2007-01-03;1978.00000000;92.58999634;1976.00000000;92.50000000
PARNAIBA;2007-01-03;154.00000000;64.34999847;154.00000000;64.34999847
SAO FRANCISCO;2007-01-03;17314.00000000;127.37000275;16368.00000000;120.41000366
TIETE;2007-01-03;2118.00000000;114.73000336;2013.00000000;109.04000092
TOCANTINS;2007-01-03;6689.00000000;53.97999954;6689.00000000;53.97999954
URUGUAI;2007-01-03;1045.00000000;69.29000092;1045.00000000;69.29000092
AMAZONAS;2007-01-04;404.00000000;79.91000366;404.00000000;79.91000366
ARAGUARI;2007-01-04;0E-8;0E-8;0E-8;0E-8
CAPIVARI;2007-01-04;278.00000000;167.44999695;278.00000000;167.44999695
DOCE;2007-01-04;2129.00000000;141.42999268;1293.00000000;85.90000153
GRANDE;2007-01-04;11851.00000000;130.24000549;11671.00000000;128.25999451
IGUACU;2007-01-04;4004.00000000;104.05000305;4004.00000000;104.05000305
ITABAPOANA;2007-01-04;293.00000000;282.30999756;49.00000000;47.20999908
ITAJAI;2007-01-04;0E-8;0E-8;0E-8;0E-8
JACUI;2007-01-04;549.00000000;123.73999786;542.00000000;122.16000366
JEQUITINHONHA;2007-01-04;872.00000000;80.77999878;872.00000000;80.77999878
MUCURI;2007-01-04;108.00000000;136.92999268;68.00000000;86.22000122
PARAGUACU;2007-01-04;62.00000000;42.20000076;62.00000000;42.20000076
PARAGUAI;2007-01-04;586.00000000;91.40000153;524.00000000;81.73000336
PARAIBA DO SUL;2007-01-04;2192.00000000;173.47000122;1377.00000000;108.97000122
PARANA;2007-01-04;29471.00000000;130.13999939;29409.00000000;129.86999512
PARANAIBA;2007-01-04;15564.00000000;196.91999817;14826.00000000;187.58000183
PARANAPANEMA;2007-01-04;2157.00000000;100.97000122;2154.00000000;100.83000183
PARNAIBA;2007-01-04;158.00000000;66.01999664;158.00000000;66.01999664
SAO FRANCISCO;2007-01-04;17369.00000000;127.77999878;16423.00000000;120.81999969
TIETE;2007-01-04;2812.00000000;152.32000732;2678.00000000;145.07000732
TOCANTINS;2007-01-04;6668.00000000;53.81000137;6668.00000000;53.81000137
URUGUAI;2007-01-04;1325.00000000;87.84999847;1325.00000000;87.84999847
AMAZONAS;2007-01-05;429.00000000;84.84999847;425.00000000;84.05999756
ARAGUARI;2007-01-05;0E-8;0E-8;0E-8;0E-8
CAPIVARI;2007-01-05;267.00000000;160.83000183;267.00000000;160.83000183
DOCE;2007-01-05;2099.00000000;139.44000244;1113.00000000;73.94000244
GRANDE;2007-01-05;12933.00000000;142.13000488;12743.00000000;140.03999329
IGUACU;2007-01-05;4399.00000000;114.30999756;4399.00000000;114.30999756
ITABAPOANA;2007-01-05;312.00000000;300.61999512;34.00000000;32.75999832
ITAJAI;2007-01-05;0E-8;0E-8;0E-8;0E-8
JACUI;2007-01-05;524.00000000;118.09999847;516.00000000;116.30000305
JEQUITINHONHA;2007-01-05;818.00000000;75.76999664;818.00000000;75.76999664
MUCURI;2007-01-05;104.00000000;131.86000061;68.00000000;86.22000122
PARAGUACU;2007-01-05;62.00000000;42.20000076;62.00000000;42.20000076
PARAGUAI;2007-01-05;571.00000000;89.05999756;544.00000000;84.83999634
PARAIBA DO SUL;2007-01-05;2325.00000000;184.00000000;1333.00000000;105.48999786
PARANA;2007-01-05;31197.00000000;137.77000427;30091.00000000;132.88000488
PARANAIBA;2007-01-05;16942.00000000;214.35000610;16153.00000000;204.36999512
PARANAPANEMA;2007-01-05;3131.00000000;146.55999756;3086.00000000;144.46000671
PARNAIBA;2007-01-05;155.00000000;64.76999664;155.00000000;64.76999664
SAO FRANCISCO;2007-01-05;17421.00000000;128.16000366;16553.00000000;121.76999664
