nom_bacia;ena_data;ena_bruta_bacia_mwmed;ena_bruta_bacia_percentualmlt;ena_armazenavel_bacia_mwmed;ena_armazenavel_bacia_percentualmlt
AMAZONAS;2003-01-01;13.00000000;57.68999863;13.00000000;57.68999863
ARAGUARI;2003-01-01;0E-8;0E-8;0E-8;0E-8
CAPIVARI;2003-01-01;82.00000000;49.97999954;82.00000000;49.97999954
DOCE;2003-01-01;1380.00000000;137.61000061;623.00000000;62.13000107
GRANDE;2003-01-01;4048.00000000;45.27000046;4048.00000000;45.27000046
IGUACU;2003-01-01;4495.00000000;124.58000183;4254.00000000;117.90000153
ITABAPOANA;2003-01-01;169.00000000;160.50000000;106.00000000;100.66999817
ITAJAI;2003-01-01;0E-8;0E-8;0E-8;0E-8
JACUI;2003-01-01;875.00000000;232.89999390;706.00000000;187.91000366
JEQUITINHONHA;2003-01-01;0E-8;0E-8;0E-8;0E-8
MUCURI;2003-01-01;117.00000000;146.97000122;70.00000000;87.93000031
OUTRAS- SUDESTE;2003-01-01;0E-8;0E-8;0E-8;0E-8
PARAGUACU;2003-01-01;0E-8;0E-8;0E-8;0E-8
PARAGUAI;2003-01-01;243.00000000;104.19999695;184.00000000;78.90000153
PARAIBA DO SUL;2003-01-01;686.00000000;57.43999863;686.00000000;57.43999863
PARANA;2003-01-01;16795.00000000;74.54000092;12458.00000000;55.29000092
PARANAIBA;2003-01-01;4427.00000000;59.09999847;4427.00000000;59.09999847
PARANAPANEMA;2003-01-01;989.00000000;48.77999878;987.00000000;48.68000031
PARNAIBA;2003-01-01;213.00000000;88.55000305;213.00000000;88.55000305
SAO FRANCISCO;2003-01-01;10001.00000000;73.23000336;10001.00000000;73.23000336
TIETE;2003-01-01;641.00000000;35.38999939;641.00000000;35.38999939
TOCANTINS;2003-01-01;6678.00000000;56.61999893;6678.00000000;56.61999893
URUGUAI;2003-01-01;1638.00000000;139.50000000;1557.00000000;132.60000610
AMAZONAS;2003-01-02;13.00000000;57.68999863;13.00000000;57.68999863
ARAGUARI;2003-01-02;0E-8;0E-8;0E-8;0E-8
CAPIVARI;2003-01-02;87.00000000;53.02999878;87.00000000;53.02999878
DOCE;2003-01-02;1249.00000000;124.55000305;665.00000000;66.30999756
GRANDE;2003-01-02;4227.00000000;47.27000046;4227.00000000;47.27000046
IGUACU;2003-01-02;4254.00000000;117.90000153;4210.00000000;116.68000031
ITABAPOANA;2003-01-02;224.00000000;212.74000549;110.00000000;104.47000122
ITAJAI;2003-01-02;0E-8;0E-8;0E-8;0E-8
JACUI;2003-01-02;784.00000000;208.66999817;615.00000000;163.69000244
JEQUITINHONHA;2003-01-02;0E-8;0E-8;0E-8;0E-8
MUCURI;2003-01-02;117.00000000;146.97000122;71.00000000;89.18000031
OUTRAS- SUDESTE;2003-01-02;0E-8;0E-8;0E-8;0E-8
PARAGUACU;2003-01-02;0E-8;0E-8;0E-8;0E-8
PARAGUAI;2003-01-02;203.00000000;87.05000305;148.00000000;63.45999908
PARAIBA DO SUL;2003-01-02;675.00000000;56.50999832;675.00000000;56.50999832
PARANA;2003-01-02;17331.00000000;76.91999817;14244.00000000;63.22000122
PARANAIBA;2003-01-02;5172.00000000;69.05000305;5172.00000000;69.05000305
PARANAPANEMA;2003-01-02;1082.00000000;53.36999893;1080.00000000;53.27000046
PARNAIBA;2003-01-02;205.00000000;85.23000336;205.00000000;85.23000336
SAO FRANCISCO;2003-01-02;9384.00000000;68.70999908;9384.00000000;68.70999908
TIETE;2003-01-02;733.00000000;40.47000122;733.00000000;40.47000122
TOCANTINS;2003-01-02;6899.00000000;58.49000168;6899.00000000;58.49000168
URUGUAI;2003-01-02;1710.00000000;145.63000488;1674.00000000;142.57000732
AMAZONAS;2003-01-03;14.00000000;62.11999893;14.00000000;62.11999893
ARAGUARI;2003-01-03;0E-8;0E-8;0E-8;0E-8
CAPIVARI;2003-01-03;99.00000000;60.34000015;99.00000000;60.34000015
DOCE;2003-01-03;1439.00000000;143.50000000;724.00000000;72.19999695
GRANDE;2003-01-03;4485.00000000;50.15000153;4485.00000000;50.15000153
IGUACU;2003-01-03;4236.00000000;117.40000153;4236.00000000;117.40000153
ITABAPOANA;2003-01-03;263.00000000;249.77999878;112.00000000;106.37000275
ITAJAI;2003-01-03;0E-8;0E-8;0E-8;0E-8
JACUI;2003-01-03;868.00000000;231.02999878;706.00000000;187.91000366
JEQUITINHONHA;2003-01-03;0E-8;0E-8;0E-8;0E-8
MUCURI;2003-01-03;117.00000000;146.97000122;65.00000000;81.65000153
OUTRAS- SUDESTE;2003-01-03;0E-8;0E-8;0E-8;0E-8
PARAGUACU;2003-01-03;0E-8;0E-8;0E-8;0E-8
PARAGUAI;2003-01-03;238.00000000;102.05999756;182.00000000;78.04000092
PARAIBA DO SUL;2003-01-03;684.00000000;57.27000046;683.00000000;57.18000031
PARANA;2003-01-03;17468.00000000;77.52999878;14538.00000000;64.52999878
PARANAIBA;2003-01-03;6175.00000000;82.44000244;6175.00000000;82.44000244
PARANAPANEMA;2003-01-03;1178.00000000;58.09999847;1175.00000000;57.95999908
PARNAIBA;2003-01-03;220.00000000;91.45999908;220.00000000;91.45999908
SAO FRANCISCO;2003-01-03;9234.00000000;67.61000061;9234.00000000;67.61000061
TIETE;2003-01-03;809.00000000;44.66999817;809.00000000;44.66999817
TOCANTINS;2003-01-03;7083.00000000;60.04999924;7083.00000000;60.04999924
URUGUAI;2003-01-03;1676.00000000;142.74000549;1671.00000000;142.30999756
AMAZONAS;2003-01-04;14.00000000;62.11999893;14.00000000;62.11999893
ARAGUARI;2003-01-04;0E-8;0E-8;0E-8;0E-8
CAPIVARI;2003-01-04;116.00000000;70.70999908;116.00000000;70.70999908
DOCE;2003-01-04;1663.00000000;165.83000183;706.00000000;70.40000153
GRANDE;2003-01-04;5018.00000000;56.11000061;5018.00000000;56.11000061
IGUACU;2003-01-04;4420.00000000;122.50000000;4420.00000000;122.50000000
ITABAPOANA;2003-01-04;282.00000000;267.82000732;129.00000000;122.51000214
ITAJAI;2003-01-04;0E-8;0E-8;0E-8;0E-8
JACUI;2003-01-04;1065.00000000;283.47000122;870.00000000;231.57000732
JEQUITINHONHA;2003-01-04;0E-8;0E-8;0E-8;0E-8
MUCURI;2003-01-04;142.00000000;178.36999512;48.00000000;60.29000092
OUTRAS- SUDESTE;2003-01-04;0E-8;0E-8;0E-8;0E-8
PARAGUACU;2003-01-04;0E-8;0E-8;0E-8;0E-8
PARAGUAI;2003-01-04;270.00000000;115.77999878;216.00000000;92.62000275
PARAIBA DO SUL;2003-01-04;748.00000000;62.63000107;748.00000000;62.63000107
PARANA;2003-01-04;18654.00000000;82.80000305;15110.00000000;67.06999969
PARANAIBA;2003-01-04;7194.00000000;96.04000092;7194.00000000;96.04000092
PARANAPANEMA;2003-01-04;1364.00000000;67.27999878;1361.00000000;67.12999725
PARNAIBA;2003-01-04;226.00000000;93.95999908;226.00000000;93.95999908
SAO FRANCISCO;2003-01-04;9289.00000000;68.01999664;9289.00000000;68.01999664
TIETE;2003-01-04;957.00000000;52.84000015;957.00000000;52.84000015
TOCANTINS;2003-01-04;7370.00000000;62.49000168;7370.00000000;62.49000168
URUGUAI;2003-01-04;1654.00000000;140.86000061;1652.00000000;140.69000244
AMAZONAS;2003-01-05;13.00000000;57.68999863;13.00000000;57.68999863
ARAGUARI;2003-01-05;0E-8;0E-8;0E-8;0E-8
CAPIVARI;2003-01-05;166.00000000;101.18000031;166.00000000;101.18000031
DOCE;2003-01-05;1612.00000000;160.75000000;741.00000000;73.88999939
GRANDE;2003-01-05;5690.00000000;63.63000107;5690.00000000;63.63000107
IGUACU;2003-01-05;4650.00000000;128.86999512;4650.00000000;128.86999512
ITABAPOANA;2003-01-05;282.00000000;267.82000732;116.00000000;110.16999817
ITAJAI;2003-01-05;0E-8;0E-8;0E-8;0E-8
JACUI;2003-01-05;941.00000000;250.46000671;784.00000000;208.66999817
JEQUITINHONHA;2003-01-05;0E-8;0E-8;0E-8;0E-8
MUCURI;2003-01-05;154.00000000;193.44000244;49.00000000;61.54999924
OUTRAS- SUDESTE;2003-01-05;0E-8;0E-8;0E-8;0E-8
PARAGUACU;2003-01-05;0E-8;0E-8;0E-8;0E-8
PARAGUAI;2003-01-05;400.00000000;171.52000427;343.00000000;147.08000183
PARAIBA DO SUL;2003-01-05;863.00000000;72.25000000;863.00000000;72.25000000
PARANA;2003-01-05;19702.00000000;87.44999695;15601.00000000;69.23999786
PARANAIBA;2003-01-05;8190.00000000;109.33999634;8190.00000000;109.33999634
PARANAPANEMA;2003-01-05;1561.00000000;76.98999786;1559.00000000;76.90000153
PARNAIBA;2003-01-05;212.00000000;88.13999939;212.00000000;88.13999939
SAO FRANCISCO;2003-01-05;8838.00000000;64.70999908;8838.00000000;64.70999908
TIETE;2003-01-05;1354.00000000;74.76000214;1351.00000000;74.58999634
TOCANTINS;2003-01-05;7815.00000000;66.26000214;7815.00000000;66.26000214
URUGUAI;2003-01-05;1744.00000000;148.52999878;1744.00000000;148.52999878
AMAZONAS;2003-01-06;13.00000000;57.68999863;13.00000000;57.68999863
ARAGUARI;2003-01-06;0E-8;0E-8;0E-8;0E-8
CAPIVARI;2003-01-06;174.00000000;106.05999756;174.00000000;106.05999756
DOCE;2003-01-06;1498.00000000;149.38000488;734.00000000;73.19000244
GRANDE;2003-01-06;6309.00000000;70.55000305;6309.00000000;70.55000305
IGUACU;2003-01-06;4598.00000000;127.43000031;4598.00000000;127.43000031
ITABAPOANA;2003-01-06;271.00000000;257.38000488;113.00000000;107.31999969
ITAJAI;2003-01-06;0E-8;0E-8;0E-8;0E-8
JACUI;2003-01-06;773.00000000;205.75000000;624.00000000;166.08999634
JEQUITINHONHA;2003-01-06;0E-8;0E-8;0E-8;0E-8
MUCURI;2003-01-06;145.00000000;182.13999939;77.00000000;96.72000122
OUTRAS- SUDESTE;2003-01-06;0E-8;0E-8;0E-8;0E-8
PARAGUACU;2003-01-06;0E-8;0E-8;0E-8;0E-8
PARAGUAI;2003-01-06;284.00000000;121.77999878;227.00000000;97.33999634
PARAIBA DO SUL;2003-01-06;907.00000000;75.94000244;907.00000000;75.94000244
PARANA;2003-01-06;22282.00000000;98.90000153;17079.00000000;75.80999756
