data,vazao
2017-09-13,6985.0
2017-09-14,7751.93994140625
2017-09-15,8453.46484375
2017-09-16,7234.4150390625
2017-09-17,6174.39013671875
2017-09-18,8210.68017578125
2017-09-19,9322.28515625
2017-09-20,9782.6298828125
2017-09-21,11118.68994140625
2017-09-22,10849.35009765625
2017-09-23,10414.1650390625
2017-09-24,7974.44482421875
2017-09-25,7268.98486328125
2017-09-26,10432.73974609375
2017-09-27,11263.509765625
2017-09-28,10447.52490234375
2017-09-29,11258.77490234375
2017-09-30,11440.47998046875
2017-10-01,8719.60986328125
2017-10-02,8627.06494140625
2017-10-03,10852.02490234375
2017-10-04,11057.68994140625
2017-10-05,10083.60986328125
2017-10-06,10579.14013671875
2017-10-07,10870.1650390625
2017-10-08,8089.72509765625
2017-10-09,8641.09521484375
2017-10-10,9777.31005859375
2017-10-11,10351.14990234375
2017-10-12,7576.08984375
2017-10-13,6646.39501953125
2017-10-14,7063.10986328125
2017-10-15,6334.48486328125
2017-10-16,6474.675048828125
2017-10-17,8119.27490234375
2017-10-18,9363.23486328125
2017-10-19,9745.40478515625
2017-10-20,10267.14501953125
2017-10-21,8165.5
2017-10-22,5951.73486328125
2017-10-23,5729.81005859375
2017-10-24,6562.18994140625
2017-10-25,6682.2548828125
2017-10-26,6608.364990234375
2017-10-27,6561.97509765625
2017-10-28,5843.43994140625
2017-10-29,5319.91015625
2017-10-30,6961.66015625
2017-10-31,7929.98974609375
2017-11-01,9650.5849609375
2017-11-02,7433.93994140625
2017-11-03,5913.330078125
2017-11-04,6464.2900390625
2017-11-05,5304.7099609375
2017-11-06,6077.85986328125
2017-11-07,6134.9599609375
2017-11-08,6229.02490234375
2017-11-09,6360.655029296875
2017-11-10,6504.8798828125
2017-11-11,6006.449951171875
2017-11-12,5150.64990234375
2017-11-13,5681.3701171875
2017-11-14,6636.25
2017-11-15,5389.81005859375
2017-11-16,5789.10986328125
2017-11-17,6435.5048828125
2017-11-18,5553.27001953125
2017-11-19,5209.89013671875
2017-11-20,5373.4150390625
2017-11-21,6087.2099609375
2017-11-22,6725.715087890625
2017-11-23,6907.419921875
2017-11-24,7282.0
2017-11-25,6926.43505859375
2017-11-26,6678.9599609375
2017-11-27,7075.9599609375
2017-11-28,9839.259765625
2017-11-29,12550.43994140625
2017-11-30,12825.80517578125
2017-12-01,11665.34521484375
2017-12-02,9575.43017578125
2017-12-03,7981.794921875
2017-12-04,8308.18017578125
2017-12-05,11616.41015625
2017-12-06,11282.7998046875
2017-12-07,12671.81494140625
2017-12-08,13239.68505859375
2017-12-09,13172.22021484375
2017-12-10,11848.93994140625
2017-12-11,12179.89990234375
2017-12-12,11434.51025390625
2017-12-13,11020.77490234375
2017-12-14,11726.7548828125
2017-12-15,10838.68994140625
2017-12-16,9888.634765625
2017-12-17,8170.240234375
2017-12-18,9449.259765625
2017-12-19,9563.8349609375
2017-12-20,9744.5048828125
2017-12-21,8997.0400390625
2017-12-22,8791.02490234375
2017-12-23,8906.9150390625
2017-12-24,6619.179931640625
2017-12-25,6150.33984375
2017-12-26,7017.4150390625
2017-12-27,7216.4599609375
2017-12-28,8961.4248046875
2017-12-29,9154.7548828125
2017-12-30,8225.46484375
2017-12-31,7188.385009765625
2018-01-01,6959.5400390625
2018-01-02,7865.615234375
2018-01-03,10316.5751953125
2018-01-04,10990.53466796875
2018-01-05,10807.1298828125
2018-01-06,9750.43994140625
2018-01-07,7604.510009765625
2018-01-08,7402.260009765625
2018-01-09,8642.1650390625
2018-01-10,10981.1298828125
2018-01-11,11761.97998046875
2018-01-12,13510.14990234375
2018-01-13,15791.36962890625
2018-01-14,13057.09521484375
2018-01-15,14392.615234375
2018-01-16,15831.0849609375
2018-01-17,17169.23974609375
2018-01-18,17357.9248046875
2018-01-19,19216.35498046875
2018-01-20,20433.46484375
2018-01-21,19980.900390625
2018-01-22,18148.85498046875
2018-01-23,15496.86962890625
2018-01-24,14419.27001953125
2018-01-25,14069.15478515625
2018-01-26,13766.09521484375
2018-01-27,12769.3251953125
2018-01-28,10308.76025390625
2018-01-29,10597.875
2018-01-30,11134.89990234375
2018-01-31,11573.73486328125
2018-02-01,11363.39990234375
2018-02-02,10352.759765625
2018-02-03,8520.02490234375
2018-02-04,7367.044921875
2018-02-05,7936.4501953125
2018-02-06,8947.06005859375
2018-02-07,8425.580078125
2018-02-08,8500.9599609375
2018-02-09,8903.34521484375
2018-02-10,7963.01513671875
2018-02-11,6389.534912109375
2018-02-12,6140.14990234375
2018-02-13,7476.110107421875
2018-02-14,8208.044921875
2018-02-15,7602.72509765625
2018-02-16,9248.76513671875
2018-02-17,8958.02490234375
2018-02-18,7993.0849609375
2018-02-19,8091.06005859375
2018-02-20,9361.10986328125
2018-02-21,10016.89990234375
2018-02-22,10086.10009765625
2018-02-23,9768.72998046875
2018-02-24,9152.7099609375
2018-02-25,7921.10009765625
2018-02-26,7432.48486328125
2018-02-27,9249.205078125
2018-02-28,10025.81005859375
2018-03-01,10738.14990234375
2018-03-02,11205.14990234375
2018-03-03,11149.68994140625
2018-03-04,9390.06005859375
2018-03-05,10389.22998046875
2018-03-06,10417.2900390625
2018-03-07,9796.375
2018-03-08,9852.53515625
2018-03-09,9321.96484375
2018-03-10,7902.7099609375
2018-03-11,7085.89990234375
2018-03-12,7187.56005859375
2018-03-13,8549.7998046875
2018-03-14,8721.77001953125
2018-03-15,9641.134765625
2018-03-16,9415.77001953125
2018-03-17,8894.7548828125
2018-03-18,7769.429931640625
2018-03-19,8381.739990234375
2018-03-20,8833.955078125
2018-03-21,8312.1298828125
2018-03-22,7811.4599609375
2018-03-23,7601.98486328125
2018-03-24,7981.429931640625
2018-03-25,6748.610107421875
2018-03-26,7042.06005859375
2018-03-27,7874.10498046875
2018-03-28,7244.43994140625
2018-03-29,7406.635009765625
2018-03-30,6578.3798828125
2018-03-31,6245.2548828125
2018-04-01,6131.10498046875
2018-04-02,6666.800048828125
2018-04-03,7405.5048828125
2018-04-04,7151.330078125
2018-04-05,7791.97998046875
2018-04-06,8287.705078125
2018-04-07,7558.955078125
2018-04-08,6709.27001953125
2018-04-09,6433.93505859375
2018-04-10,6503.35986328125
2018-04-11,7439.10009765625
2018-04-12,7210.3798828125
2018-04-13,7695.93994140625
2018-04-14,6829.66015625
2018-04-15,6147.72998046875
2018-04-16,5684.98486328125
2018-04-17,5941.06005859375
2018-04-18,6510.89990234375
2018-04-19,6923.8701171875
2018-04-20,7351.489990234375
2018-04-21,7118.169921875
2018-04-22,6172.66015625
2018-04-23,5999.3798828125
2018-04-24,6693.85009765625
2018-04-25,8072.2451171875
2018-04-26,7195.169921875
2018-04-27,6452.56005859375
2018-04-28,6234.64990234375
2018-04-29,5763.89990234375
2018-04-30,6089.5
2018-05-01,6127.08984375
2018-05-02,6756.77490234375
2018-05-03,7194.0400390625
2018-05-04,6840.7548828125
2018-05-05,6654.89990234375
2018-05-06,6029.06005859375
2018-05-07,6229.044921875
2018-05-08,6362.0400390625
2018-05-09,6625.51513671875
2018-05-10,6865.044921875
2018-05-11,6399.5400390625
2018-05-12,6118.64501953125
2018-05-13,5880.14990234375
2018-05-14,6023.60009765625
2018-05-15,6299.22998046875
2018-05-16,6330.43505859375
2018-05-17,6380.2900390625
2018-05-18,6591.5400390625
2018-05-19,6159.64990234375
2018-05-20,5563.080078125
2018-05-21,5682.0400390625
2018-05-22,5717.294921875
2018-05-23,5776.02001953125
2018-05-24,5812.27001953125
2018-05-25,5894.47998046875
2018-05-26,5993.669921875
2018-05-27,5475.89013671875
2018-05-28,5531.56494140625
2018-05-29,5598.01513671875
2018-05-30,5491.955078125
2018-05-31,5442.22509765625
2018-06-01,5855.31005859375
2018-06-02,6091.5400390625
2018-06-03,5671.43994140625
2018-06-04,5974.91015625
2018-06-05,5999.375
2018-06-06,6027.375
2018-06-07,5938.58984375
2018-06-08,6055.25
2018-06-09,5925.14013671875
2018-06-10,5613.64501953125
2018-06-11,5719.330078125
2018-06-12,5484.14501953125
2018-06-13,5410.044921875
2018-06-14,5695.66015625
2018-06-15,5854.1650390625
2018-06-16,5803.75
2018-06-17,5866.3701171875
2018-06-18,6114.41015625
2018-06-19,5542.68994140625
2018-06-20,5626.044921875
2018-06-21,5818.8798828125
2018-06-22,6155.830078125
2018-06-23,5845.0849609375
2018-06-24,5684.64990234375
2018-06-25,5893.6201171875
2018-06-26,5968.81005859375
2018-06-27,6048.0400390625
2018-06-28,6216.16015625
2018-06-29,6074.544921875
2018-06-30,6636.22998046875
2018-07-01,6831.56005859375
2018-07-02,6164.4599609375
2018-07-03,5957.14013671875
2018-07-04,5909.73486328125
2018-07-05,5927.3798828125
2018-07-06,5912.7900390625
2018-07-07,6019.155029296875
2018-07-08,5761.31494140625
2018-07-09,5957.02001953125
2018-07-10,5888.14990234375
2018-07-11,5641.68505859375
2018-07-12,5487.1298828125
2018-07-13,5435.5
2018-07-14,5426.705078125
2018-07-15,5153.9599609375
2018-07-16,5209.5849609375
2018-07-17,5420.7099609375
2018-07-18,5416.31494140625
2018-07-19,5430.1201171875
2018-07-20,5488.10498046875
2018-07-21,5567.0048828125
2018-07-22,5214.7548828125
2018-07-23,5318.72998046875
2018-07-24,5708.52001953125
2018-07-25,5895.31005859375
2018-07-26,6069.719970703125
2018-07-27,6744.445068359375
2018-07-28,6380.3349609375
2018-07-29,5728.2900390625
2018-07-30,5211.85498046875
2018-07-31,5307.2900390625
2018-08-01,13246.68017578125
2018-08-02,11338.115234375
2018-08-03,9701.97998046875
2018-08-04,9161.35009765625
2018-08-05,7762.83984375
2018-08-06,7628.6650390625
2018-08-07,7725.35986328125
2018-08-08,7873.2451171875
2018-08-09,8972.16015625
2018-08-10,8473.77490234375
2018-08-11,8197.860107421875
2018-08-12,7096.9599609375
2018-08-13,6610.955078125
2018-08-14,7188.5400390625
2018-08-15,7374.364990234375
2018-08-16,7906.0849609375
2018-08-17,7765.22509765625
2018-08-18,7083.4599609375
2018-08-19,5939.60009765625
2018-08-20,6596.85009765625
2018-08-21,7339.8701171875
2018-08-22,7863.465087890625
2018-08-23,7538.5400390625
2018-08-24,7026.02001953125
2018-08-25,6940.215087890625
2018-08-26,5746.51513671875
2018-08-27,5955.85498046875
2018-08-28,6570.9599609375
2018-08-29,6686.0400390625
2018-08-30,6763.2451171875
2018-08-31,7576.925048828125
2018-09-01,7217.77490234375
2018-09-02,6298.64990234375
2018-09-03,6248.31494140625
2018-09-04,6214.2099609375
2018-09-05,5951.330078125
2018-09-06,5371.81494140625
2018-09-07,4961.7099609375
2018-09-08,4830.68994140625
2018-09-09,4557.93994140625
2018-09-10,5362.2099609375
2018-09-11,5180.52490234375
2018-09-12,4957.080078125
2018-09-13,4943.22509765625
2018-09-14,5134.75
2018-09-15,5062.080078125
2018-09-16,4907.64501953125
2018-09-17,4936.33984375
2018-09-18,5396.39013671875
2018-09-19,6513.89013671875
2018-09-20,7238.114990234375
2018-09-21,7271.33984375
2018-09-22,7198.4150390625
2018-09-23,5472.4150390625
2018-09-24,5597.080078125
2018-09-25,7066.81005859375
2018-09-26,8010.419921875
2018-09-27,7715.510009765625
2018-09-28,7231.155029296875
2018-09-29,6381.010009765625
2018-09-30,5292.8701171875
2018-10-01,5751.6298828125
2018-10-02,6549.35986328125
2018-10-03,7430.574951171875
2018-10-04,8456.39501953125
2018-10-05,8072.22998046875
2018-10-06,6187.22998046875
2018-10-07,5100.64013671875
2018-10-08,5658.5849609375
2018-10-09,7201.0
2018-10-10,7664.9150390625
2018-10-11,8174.159912109375
2018-10-12,7418.47998046875
2018-10-13,6727.375
2018-10-14,5519.31494140625
2018-10-15,5535.89013671875
2018-10-16,6823.60498046875
2018-10-17,7111.2099609375
2018-10-18,7927.9150390625
2018-10-19,7822.43994140625
2018-10-20,7732.635009765625
2018-10-21,6546.824951171875
2018-10-22,6666.68505859375
2018-10-23,7184.73486328125
2018-10-24,6567.9599609375
2018-10-25,6537.1298828125
2018-10-26,8491.719970703125
2018-10-27,7992.18994140625
2018-10-28,7757.35986328125
2018-10-29,7534.364990234375
2018-10-30,7601.074951171875
2018-10-31,7487.715087890625
2018-11-01,7902.139892578125
2018-11-02,7795.385009765625
2018-11-03,7487.1201171875
2018-11-04,6742.9150390625
2018-11-05,7407.47509765625
2018-11-06,7235.35009765625
2018-11-07,6702.9150390625
2018-11-08,6993.85498046875
2018-11-09,6840.22998046875
2018-11-10,6216.68994140625
2018-11-11,5862.580078125
2018-11-12,6729.60009765625
2018-11-13,7801.81005859375
2018-11-14,8299.22998046875
2018-11-15,7665.169921875
2018-11-16,6582.14013671875
2018-11-17,6895.41015625
2018-11-18,6751.39501953125
2018-11-19,7649.68994140625
2018-11-20,7491.85009765625
2018-11-21,7769.68994140625
2018-11-22,7499.945068359375
2018-11-23,7448.294921875
2018-11-24,7438.93994140625
2018-11-25,6969.39990234375
2018-11-26,7058.83984375
2018-11-27,7310.60498046875
2018-11-28,7464.949951171875
2018-11-29,7251.56005859375
2018-11-30,8231.85009765625
2018-12-01,7740.7099609375
2018-12-02,6621.260009765625
2018-12-03,6160.35009765625
2018-12-04,7157.7548828125
2018-12-05,7519.3701171875
2018-12-06,7621.419921875
2018-12-07,7719.419921875
2018-12-08,6663.114990234375
2018-12-09,6061.93994140625
2018-12-10,6364.89990234375
2018-12-11,7958.58984375
2018-12-12,8128.2900390625
2018-12-13,8399.52490234375
2018-12-14,8295.469970703125
2018-12-15,6940.72998046875
2018-12-16,6099.60986328125
2018-12-17,6189.14990234375
2018-12-18,7951.715087890625
2018-12-19,8384.10986328125
2018-12-20,7119.199951171875
2018-12-21,7280.35498046875
2018-12-22,6553.2451171875
2018-12-23,5952.08984375
2018-12-24,5755.72509765625
2018-12-25,5791.31005859375
2018-12-26,6203.10009765625
2018-12-27,6488.0400390625
2018-12-28,6374.14501953125
2018-12-29,5741.60986328125
2018-12-30,5795.5849609375
2018-12-31,5476.705078125
2019-01-01,5589.2099609375
2019-01-02,5943.81005859375
2019-01-03,7103.0400390625
2019-01-04,8262.43994140625
2019-01-05,7469.1201171875
2019-01-06,7460.175048828125
2019-01-07,9117.66015625
2019-01-08,9051.384765625
2019-01-09,8337.31005859375
2019-01-10,7913.64501953125
2019-01-11,8104.844970703125
2019-01-12,7702.8701171875
2019-01-13,7124.6650390625
2019-01-14,7578.47998046875
2019-01-15,8898.6748046875
2019-01-16,9350.7451171875
2019-01-17,8964.41015625
2019-01-18,8150.7099609375
2019-01-19,8204.534912109375
2019-01-20,7168.77490234375
2019-01-21,7398.544921875
2019-01-22,7575.60498046875
2019-01-23,8100.659912109375
2019-01-24,8483.77490234375
2019-01-25,7948.81494140625
2019-01-26,7008.68994140625
2019-01-27,6221.85498046875
2019-01-28,6812.5849609375
2019-01-29,7697.48486328125
2019-01-30,8094.455078125
2019-01-31,8761.4501953125
2019-02-01,9562.3701171875
2019-02-02,8363.08984375
2019-02-03,6503.284912109375
2019-02-04,6720.14501953125
2019-02-05,7389.27001953125
2019-02-06,6912.4150390625
2019-02-07,6298.7900390625
2019-02-08,6370.580078125
2019-02-09,6025.18505859375
2019-02-10,5681.83984375
2019-02-11,6447.8349609375
2019-02-12,6800.75
2019-02-13,6900.06005859375
2019-02-14,6289.1201171875
2019-02-15,6132.0849609375
2019-02-16,6490.64501953125
2019-02-17,5631.47998046875
2019-02-18,6206.7548828125
2019-02-19,6245.5048828125
2019-02-20,6472.10498046875
2019-02-21,7235.77001953125
2019-02-22,7263.9951171875
2019-02-23,8295.455078125
2019-02-24,7461.284912109375
2019-02-25,7177.739990234375
2019-02-26,7415.550048828125
2019-02-27,6599.324951171875
2019-02-28,6112.7099609375
2019-03-01,6739.8349609375
2019-03-02,6401.4951171875
2019-03-03,5403.16015625
2019-03-04,5581.875
2019-03-05,5942.9599609375
2019-03-06,6592.68505859375
2019-03-07,7164.27001953125
2019-03-08,8378.16015625
2019-03-09,7646.989990234375
2019-03-10,6516.39013671875
2019-03-11,5902.22998046875
2019-03-12,5988.14990234375
2019-03-13,6977.5849609375
2019-03-14,7143.81005859375
2019-03-15,7255.949951171875
2019-03-16,6583.2900390625
2019-03-17,6004.8349609375
2019-03-18,6110.08984375
2019-03-19,7669.590087890625
2019-03-20,8407.6201171875
2019-03-21,7289.16015625
2019-03-22,6399.044921875
2019-03-23,5882.7900390625
2019-03-24,5456.27490234375
2019-03-25,5926.60009765625
2019-03-26,6906.52001953125
2019-03-27,6581.98486328125
2019-03-28,6088.77001953125
2019-03-29,6123.4599609375
2019-03-30,5751.419921875
2019-03-31,5373.14990234375
2019-04-01,6369.98486328125
2019-04-02,7047.97509765625
2019-04-03,7355.22998046875
2019-04-04,7634.2900390625
2019-04-05,7557.425048828125
2019-04-06,6627.919921875
2019-04-07,5679.85498046875
2019-04-08,6086.89013671875
2019-04-09,5770.7900390625
2019-04-10,5763.39013671875
2019-04-11,6165.39013671875
2019-04-12,5876.4599609375
2019-04-13,6228.1201171875
2019-04-14,5420.64013671875
2019-04-15,5686.27001953125
2019-04-16,6679.8798828125
2019-04-17,6716.14013671875
2019-04-18,6284.64501953125
2019-04-19,5418.64501953125
2019-04-20,5208.6650390625
2019-04-21,5290.89990234375
2019-04-22,5647.22509765625
2019-04-23,5807.5
2019-04-24,5668.8701171875
2019-04-25,5492.2900390625
2019-04-26,6327.39990234375
2019-04-27,6531.89501953125
2019-04-28,5695.72509765625
2019-04-29,6166.23486328125
2019-04-30,6416.39013671875
2019-05-01,5926.56494140625
2019-05-02,6305.594970703125
2019-05-03,7147.76513671875
2019-05-04,6430.64501953125
2019-05-05,5590.72509765625
2019-05-06,5408.18505859375
2019-05-07,5501.875
2019-05-08,6150.77490234375
2019-05-09,5984.48486328125
2019-05-10,5970.10009765625
2019-05-11,6140.76513671875
2019-05-12,5447.75
2019-05-13,5354.43505859375
2019-05-14,5664.33984375
2019-05-15,5534.125
2019-05-16,5217.81494140625
2019-05-17,5169.205078125
2019-05-18,5186.9150390625
2019-05-19,5173.26513671875
2019-05-20,5214.43505859375
2019-05-21,5145.9150390625
2019-05-22,5171.75
2019-05-23,5173.125
2019-05-24,5120.375
2019-05-25,5171.7900390625
2019-05-26,4999.080078125
2019-05-27,4893.72509765625
2019-05-28,4967.64013671875
2019-05-29,5136.81005859375
2019-05-30,5196.2099609375
2019-05-31,5240.4951171875
2019-06-01,6059.3349609375
2019-06-02,5430.9150390625
2019-06-03,5317.93994140625
2019-06-04,5606.98486328125
2019-06-05,5303.4951171875
2019-06-06,5158.31494140625
2019-06-07,5324.6650390625
2019-06-08,5173.81494140625
2019-06-09,5061.27001953125
2019-06-10,5110.125
2019-06-11,5162.35009765625
2019-06-12,5289.0849609375
2019-06-13,5200.85498046875
2019-06-14,5120.7900390625
2019-06-15,5233.330078125
2019-06-16,5140.14990234375
2019-06-17,5121.2099609375
2019-06-18,5154.73486328125
2019-06-19,5400.875
2019-06-20,5219.6298828125
2019-06-21,5042.8349609375
2019-06-22,5080.7900390625
2019-06-23,5171.5849609375
2019-06-24,5097.6201171875
2019-06-25,5035.23486328125
2019-06-26,5199.544921875
2019-06-27,5336.52490234375
2019-06-28,5540.7548828125
2019-06-29,5240.3798828125
2019-06-30,5117.66015625
2019-07-01,5082.4599609375
2019-07-02,5102.64501953125
2019-07-03,5827.169921875
2019-07-04,5534.4150390625
2019-07-05,5316.22509765625
2019-07-06,5254.58984375
2019-07-07,5242.39501953125
2019-07-08,5050.85009765625
2019-07-09,5276.0
2019-07-10,5247.85009765625
2019-07-11,5276.43505859375
2019-07-12,5198.4599609375
2019-07-13,5243.85498046875
2019-07-14,5429.64990234375
2019-07-15,5116.919921875
2019-07-16,5065.14501953125
2019-07-17,4996.81005859375
2019-07-18,5029.51513671875
2019-07-19,5081.23486328125
2019-07-20,5140.875
2019-07-21,5137.6298828125
2019-07-22,5061.2900390625
2019-07-23,5436.35009765625
2019-07-24,5158.2099609375
2019-07-25,5205.0400390625
2019-07-26,5155.1650390625
2019-07-27,5281.72998046875
2019-07-28,5226.455078125
2019-07-29,5058.68994140625
2019-07-30,5119.0400390625
2019-07-31,5287.625
2019-08-01,5496.56005859375
2019-08-02,5568.5048828125
2019-08-03,5550.68994140625
2019-08-04,5499.294921875
2019-08-05,5604.76513671875
2019-08-06,5598.22998046875
2019-08-07,6009.25
2019-08-08,5840.31005859375
2019-08-09,5643.43994140625
2019-08-10,5694.6298828125
2019-08-11,5416.91015625
2019-08-12,5489.85498046875
2019-08-13,6388.580078125
2019-08-14,6569.16015625
2019-08-15,5969.7900390625
2019-08-16,6005.5400390625
2019-08-17,5894.56005859375
2019-08-18,5387.10498046875
2019-08-19,5830.43994140625
2019-08-20,6863.35009765625
2019-08-21,6619.0048828125
2019-08-22,6235.7900390625
2019-08-23,5859.68994140625
2019-08-24,5635.9599609375
2019-08-25,5332.9951171875
2019-08-26,5177.10009765625
2019-08-27,5637.39013671875
2019-08-28,5878.0400390625
2019-08-29,5726.2900390625
2019-08-30,5825.64013671875
2019-08-31,5760.16015625
2019-09-01,5601.9951171875
2019-09-02,6258.610107421875
2019-09-03,6843.544921875
2019-09-04,7068.554931640625
2019-09-05,7455.800048828125
2019-09-06,6499.31494140625
2019-09-07,5722.68994140625
2019-09-08,5460.43994140625
2019-09-09,6141.77490234375
2019-09-10,7349.85009765625
2019-09-11,8846.65478515625
2019-09-12,9029.7099609375
2019-09-13,8074.125
2019-09-14,7416.68994140625
2019-09-15,5688.43994140625
2019-09-16,6154.0048828125
2019-09-17,7915.324951171875
2019-09-18,8411.81005859375
2019-09-19,7981.64501953125
2019-09-20,7612.675048828125
2019-09-21,7661.56494140625
2019-09-22,6488.139892578125
2019-09-23,5684.39990234375
2019-09-24,5922.64990234375
2019-09-25,5924.64990234375
2019-09-26,6322.39990234375
2019-09-27,7780.949951171875
2019-09-28,7547.25
2019-09-29,6831.25
2019-09-30,7477.985107421875
2019-10-01,7656.22021484375
2019-10-02,7729.93505859375
2019-10-03,7330.5
2019-10-04,7137.449951171875
2019-10-05,6674.39990234375
2019-10-06,5313.35009765625
2019-10-07,5490.5048828125
2019-10-08,5708.25
2019-10-09,5428.25
2019-10-10,5640.35009765625
2019-10-11,6459.0
2019-10-12,6635.925048828125
2019-10-13,5608.014892578125
2019-10-14,6260.074951171875
2019-10-15,7484.030029296875
2019-10-16,7012.02001953125
2019-10-17,6702.580078125
2019-10-18,6872.625
2019-10-19,6147.97998046875
2019-10-20,5177.760009765625
2019-10-21,6259.614990234375
2019-10-22,7314.969970703125
2019-10-23,7409.89501953125
2019-10-24,6850.465087890625
2019-10-25,6143.419921875
2019-10-26,5799.6201171875
2019-10-27,5330.75
2019-10-28,5631.06005859375
2019-10-29,5818.9951171875
2019-10-30,6578.89013671875
2019-10-31,7235.794921875
2019-11-01,6797.60986328125
2019-11-02,5801.35498046875
2019-11-03,5703.48486328125
2019-11-04,5867.4599609375
2019-11-05,6796.08984375
2019-11-06,6849.31494140625
2019-11-07,6436.14501953125
2019-11-08,6144.60009765625
2019-11-09,5855.81005859375
2019-11-10,5441.43505859375
2019-11-11,5206.89013671875
2019-11-12,5009.5048828125
2019-11-13,5046.8349609375
2019-11-14,5075.47509765625
2019-11-15,5024.449951171875
2019-11-16,4915.18505859375
2019-11-17,5088.31005859375
2019-11-18,5233.330078125
2019-11-19,5208.06494140625
2019-11-20,5098.68505859375
2019-11-21,5009.93994140625
2019-11-22,5587.1298828125
2019-11-23,5545.455078125
2019-11-24,5053.22509765625
2019-11-25,5213.43505859375
2019-11-26,5625.2099609375
2019-11-27,5129.294921875
2019-11-28,5484.27490234375
2019-11-29,5257.544921875
2019-11-30,5610.91015625
2019-12-01,5836.73486328125
2019-12-02,5657.02490234375
2019-12-03,5656.27001953125
2019-12-04,5646.31494140625
2019-12-05,7334.489990234375
2019-12-06,8017.68994140625
2019-12-07,7824.25
2019-12-08,7477.199951171875
2019-12-09,6563.77490234375
2019-12-10,6502.4599609375
2019-12-11,6465.31005859375
2019-12-12,6145.2451171875
2019-12-13,6017.58984375
2019-12-14,6151.22509765625
2019-12-15,5715.26513671875
2019-12-16,5897.955078125
2019-12-17,7023.77490234375
2019-12-18,8318.659912109375
2019-12-19,7631.02001953125
2019-12-20,7745.2099609375
2019-12-21,7248.75
2019-12-22,6593.60498046875
2019-12-23,6145.58984375
2019-12-24,7235.56494140625
2019-12-25,6656.64013671875
2019-12-26,6541.68994140625
2019-12-27,7756.33984375
2019-12-28,7599.16015625
2019-12-29,7138.360107421875
2019-12-30,7006.905029296875
2019-12-31,8286.5048828125
2020-01-01,7222.89501953125
2020-01-02,6442.58984375
2020-01-03,6853.16015625
2020-01-04,6554.31005859375
2020-01-05,5988.9951171875
2020-01-06,7302.27001953125
2020-01-07,7893.77001953125
2020-01-08,7778.31005859375
2020-01-09,7443.3349609375
2020-01-10,7311.33984375
2020-01-11,8183.405029296875
2020-01-12,7542.47998046875
2020-01-13,7201.7099609375
2020-01-14,7257.7099609375
2020-01-15,7744.27490234375
2020-01-16,8850.05517578125
2020-01-17,8360.4599609375
2020-01-18,7695.81494140625
2020-01-19,6305.6201171875
2020-01-20,6037.14013671875
2020-01-21,6950.2900390625
2020-01-22,6413.4599609375
2020-01-23,6572.76513671875
2020-01-24,6479.77490234375
2020-01-25,6583.25
2020-01-26,5678.6201171875
2020-01-27,6260.22509765625
2020-01-28,6917.0400390625
2020-01-29,6942.054931640625
2020-01-30,6665.98486328125
2020-01-31,7013.719970703125
2020-02-01,8296.83984375
2020-02-02,7332.280029296875
2020-02-03,6680.760009765625
2020-02-04,7485.280029296875
2020-02-05,7100.4599609375
2020-02-06,7279.635009765625
2020-02-07,7143.530029296875
2020-02-08,7074.93994140625
2020-02-09,7178.945068359375
2020-02-10,6712.6201171875
2020-02-11,6713.68994140625
2020-02-12,6508.06005859375
2020-02-13,6342.5400390625
2020-02-14,6577.97509765625
2020-02-15,6291.7099609375
2020-02-16,6063.10009765625
2020-02-17,6807.284912109375
2020-02-18,7768.929931640625
2020-02-19,8003.610107421875
2020-02-20,8795.97509765625
2020-02-21,9030.009765625
2020-02-22,7927.9599609375
2020-02-23,6552.93505859375
2020-02-24,6296.81005859375
2020-02-25,6718.110107421875
2020-02-26,7316.300048828125
2020-02-27,7856.455078125
2020-02-28,7544.64990234375
2020-02-29,6994.91015625
2020-03-01,6491.89501953125
2020-03-02,6201.25
2020-03-03,7296.010009765625
2020-03-04,7331.16015625
2020-03-05,7407.050048828125
2020-03-06,8052.199951171875
2020-03-07,6587.885009765625
2020-03-08,5809.7900390625
2020-03-09,5857.68994140625
2020-03-10,6955.4150390625
2020-03-11,7860.85498046875
2020-03-12,7596.949951171875
2020-03-13,6975.18994140625
2020-03-14,6367.080078125
2020-03-15,5593.89501953125
2020-03-16,6613.60498046875
2020-03-17,7335.364990234375
2020-03-18,7506.3798828125
2020-03-19,7235.1201171875
2020-03-20,7474.47509765625
2020-03-21,6476.52490234375
2020-03-22,5645.64013671875
2020-03-23,5536.22998046875
2020-03-24,5985.3349609375
2020-03-25,6100.89990234375
2020-03-26,6006.68994140625
2020-03-27,5431.85009765625
2020-03-28,5403.35986328125
2020-03-29,5468.93994140625
2020-03-30,5815.5
2020-03-31,5950.330078125
2020-04-01,5595.16015625
2020-04-02,5553.6298828125
2020-04-03,5463.66015625
2020-04-04,5301.43994140625
2020-04-05,5484.31005859375
2020-04-06,5789.5048828125
2020-04-07,5910.14501953125
2020-04-08,6034.06494140625
2020-04-09,6933.905029296875
2020-04-10,6757.715087890625
2020-04-11,5678.18505859375
2020-04-12,5444.16015625
2020-04-13,5834.89501953125
2020-04-14,6188.81494140625
2020-04-15,5609.27001953125
2020-04-16,6007.35498046875
2020-04-17,5922.64013671875
2020-04-18,5619.52490234375
2020-04-19,5491.919921875
