data,geracao_mwmed,ena_bruta,ena_armazenavel,vazao
2005-11-26,10512.727916666669,16761.0,12438.0,
2005-11-27,9259.049583333332,17326.0,13353.0,
2005-11-28,10366.716666666664,18992.0,14309.0,
2005-11-29,11036.400833333331,18976.0,15210.0,
2005-11-30,11425.859583333331,20011.0,16386.0,
2005-12-01,10786.59,21567.0,17438.0,
2005-12-02,10885.776666666668,23170.0,18562.0,
2005-12-03,9853.492083333333,24554.0,20212.0,
2005-12-04,9085.01,27154.0,22184.0,
2005-12-05,10538.904166666667,27871.0,23635.0,
2005-12-06,10538.469583333334,29519.0,24496.0,
2005-12-07,10669.94625,12572.0,25017.0,
2005-12-08,10894.334166666666,11745.0,25151.0,
2005-12-09,10800.37875,11180.0,25441.0,
2005-12-10,11057.53125,33047.0,25659.0,
2005-12-11,10120.027916666668,11606.0,23697.0,
2005-12-12,11486.740833333335,11678.0,25291.0,
2005-12-13,11110.613333333333,29956.0,25432.0,
2005-12-14,11287.198333333334,30139.0,25225.0,
2005-12-15,11069.210833333333,30917.0,23594.0,
2005-12-16,11106.767083333332,31255.0,23156.0,
2005-12-17,10228.685416666667,31633.0,22014.0,
2005-12-18,10126.360416666666,31755.0,22100.0,
2005-12-19,10921.54375,32819.0,24154.0,
2005-12-20,11170.71125,30854.0,22643.0,
2005-12-21,11426.585,34768.0,22419.0,
2005-12-22,11254.412083333336,31598.0,21408.0,
2005-12-23,11222.864166666666,30719.0,19554.0,
2005-12-24,11148.1975,29422.0,18192.0,
2005-12-25,10000.6425,29197.0,16427.0,
2005-12-26,10192.479166666666,26851.0,16425.0,
2005-12-27,10441.215,28543.0,17094.0,
2005-12-28,10828.961666666668,26096.0,17685.0,
2005-12-29,10933.492916666668,24402.0,17730.0,
2005-12-30,11164.785416666666,24457.0,18529.0,
2005-12-31,10121.00875,23363.0,17484.0,
2006-01-01,9674.009166666669,19941.0,16194.0,
2006-01-02,10775.333333333334,19566.0,18048.0,
2006-01-03,11012.189523809524,19455.0,19199.0,
2006-01-05,11071.538333333332,20770.0,19584.0,
2006-01-06,11342.626666666663,22192.0,20187.0,
2006-01-07,10919.725,23843.0,20496.0,
2006-01-08,10042.159583333332,25113.0,20645.0,
2006-01-09,11116.67875,26333.0,23625.0,
2006-01-10,11108.103333333333,27662.0,24692.0,
2006-01-11,11212.327916666669,29122.0,25174.0,
2006-01-12,11111.407916666663,30534.0,27835.0,
2006-01-13,11423.815,30755.0,28007.0,
2006-01-14,10928.750416666668,29866.0,26240.0,
2006-01-15,9905.120833333332,28472.0,23307.0,
2006-01-16,11018.05,26785.0,23635.0,
2006-01-17,11320.760833333334,24693.0,23347.0,
2006-01-18,11647.957916666666,22691.0,21510.0,
2006-01-19,11689.662083333336,20896.0,19457.0,
2006-01-20,11266.38125,19418.0,18373.0,
2006-01-21,11438.837916666664,18146.0,18062.0,
2006-01-22,11053.73,17283.0,16621.0,
2006-01-23,11746.9425,16690.0,16690.0,
2006-01-24,11737.618636363635,16283.0,16283.0,
2006-01-25,11533.992083333333,15878.0,15878.0,
2006-01-26,11673.027916666666,15505.0,15505.0,
2006-01-27,11793.687916666668,15058.0,15058.0,
2006-01-28,11161.455833333332,15037.0,15037.0,
2006-01-29,9647.753333333332,14981.0,13835.0,
2006-01-30,11332.224166666669,15479.0,15041.0,
2006-01-31,11212.157083333334,15911.0,15911.0,
2006-02-01,11070.314166666663,16433.0,16433.0,
2006-02-02,11315.88125,16787.0,16787.0,
2006-02-03,11505.701666666668,17030.0,17030.0,
2006-02-04,11328.83125,17290.0,17290.0,
2006-02-05,10105.5425,17630.0,17193.0,
2006-02-06,11570.38125,17931.0,17931.0,
2006-02-07,11704.765,18101.0,18101.0,
2006-02-08,11584.719583333334,18176.0,18176.0,
2006-02-09,11358.189166666663,18381.0,18381.0,
2006-02-10,11064.1175,18601.0,18601.0,
2006-02-11,11003.782083333334,18967.0,18967.0,
2006-02-12,10115.145833333334,19770.0,19770.0,
2006-02-13,11276.385416666666,20401.0,20401.0,
2006-02-14,11470.313333333334,21106.0,21106.0,
2006-02-15,11148.550833333336,22036.0,22036.0,
2006-02-16,11153.66625,23293.0,23293.0,
2006-02-17,10881.527083333332,24483.0,24463.0,
2006-02-18,10159.30125,25642.0,25550.0,
2006-02-19,9646.900416666664,26607.0,25974.0,
2006-02-20,11149.075833333334,27507.0,27399.0,
2006-02-21,11321.745,28356.0,28146.0,
2006-02-22,11286.796666666669,29279.0,27708.0,
2006-02-23,11167.699583333331,29838.0,27964.0,
2006-02-24,11023.784166666666,29924.0,27875.0,
2006-02-25,10406.907083333334,29621.0,27105.0,
2006-02-26,9401.330416666666,29185.0,24547.0,
2006-02-27,9749.374166666666,28889.0,24226.0,
2006-02-28,10159.749166666666,28640.0,24817.0,
2006-03-01,10622.37625,28308.0,24631.0,
2006-03-02,10838.2325,27529.0,24688.0,
2006-03-03,11188.59125,26859.0,24514.0,
2006-03-04,10530.642916666666,26174.0,23220.0,
2006-03-05,9762.429583333333,25514.0,21537.0,
2006-03-06,11118.017083333332,25242.0,23173.0,
2006-03-07,10912.969166666668,25174.0,22925.0,
2006-03-08,11166.664583333331,25155.0,22639.0,
2006-03-09,10397.204166666666,25200.0,20628.0,
2006-03-10,11095.68875,25323.0,19783.0,
2006-03-11,10223.419583333334,25357.0,18169.0,
2006-03-12,9886.639166666666,25562.0,17368.0,
2006-03-13,10749.082916666666,25783.0,19238.0,
2006-03-14,10566.174166666666,26047.0,20983.0,
2006-03-15,10778.540833333333,26445.0,20826.0,
2006-03-16,10623.472916666668,26762.0,20743.0,
2006-03-17,10780.860416666666,27226.0,21362.0,
2006-03-18,9857.314166666669,27281.0,20002.0,
2006-03-19,9031.875416666668,27169.0,17796.0,
2006-03-20,10943.6625,27142.0,19934.0,
2006-03-21,11251.45,27220.0,19684.0,
2006-03-22,10899.0975,27289.0,19418.0,
2006-03-23,11005.92375,27354.0,19794.0,
2006-03-24,11043.744583333331,27406.0,20495.0,
2006-03-25,9634.2625,27681.0,20228.0,
2006-03-26,9745.890416666669,27770.0,20411.0,
2006-03-27,10839.752083333333,27996.0,22652.0,
2006-03-28,11216.387916666668,28086.0,24781.0,
2006-03-29,10886.9275,27644.0,24799.0,
2006-03-30,11026.128750000002,27771.0,25691.0,
2006-03-31,10803.687916666668,27336.0,22871.0,
2006-04-01,9746.70625,26744.0,19241.0,
2006-04-02,9465.495,26488.0,19442.0,
2006-04-03,11184.99875,26425.0,22598.0,
2006-04-04,11296.609166666669,26303.0,22986.0,
2006-04-05,11185.660000000002,26369.0,23730.0,
2006-04-06,11385.32125,26328.0,24223.0,
2006-04-07,11471.01625,26068.0,23662.0,
2006-04-08,10781.404583333331,25678.0,22222.0,
2006-04-09,9992.349583333336,25589.0,21209.0,
2006-04-10,11063.189583333333,25763.0,22744.0,
2006-04-11,11133.199166666667,25964.0,23685.0,
2006-04-12,11288.073333333334,26234.0,23766.0,
2006-04-13,11132.161666666669,26506.0,21766.0,
2006-04-14,9671.475,26661.0,20149.0,
2006-04-15,9121.940833333334,26515.0,17367.0,
2006-04-16,8914.357916666666,26050.0,18033.0,
2006-04-17,10827.65125,25292.0,21199.0,
2006-04-18,10998.5825,24393.0,21301.0,
2006-04-19,10895.019166666669,23611.0,18828.0,
2006-04-20,11049.363333333333,22750.0,17666.0,
2006-04-21,9905.398333333333,21937.0,15918.0,
2006-04-22,10162.360833333334,21167.0,17006.0,
2006-04-23,9535.350416666666,20738.0,16394.0,
2006-04-24,11240.518333333332,20321.0,18184.0,
2006-04-25,10532.742916666666,19845.0,18312.0,
2006-04-26,10529.930416666668,19246.0,18526.0,
2006-04-27,10887.9,18555.0,18022.0,
2006-04-28,11248.475833333332,17757.0,17348.0,
2006-04-29,10485.58875,16997.0,15918.0,
2006-04-30,9655.095,16255.0,14106.0,
2006-05-01,10015.107916666666,15614.0,14571.0,
2006-05-02,11062.77,15072.0,14281.0,
2006-05-03,11195.458333333334,14723.0,13832.0,
2006-05-04,11309.094166666668,14559.0,14328.0,
2006-05-05,11184.472916666666,14370.0,14370.0,
2006-05-06,10386.052916666666,14206.0,14025.0,
2006-05-07,9493.181666666664,14224.0,13912.0,
2006-05-08,10801.865,14138.0,14138.0,
2006-05-09,10956.82,14130.0,14130.0,
2006-05-10,10762.757916666667,14066.0,14066.0,
2006-05-11,10514.895416666666,13848.0,13848.0,
2006-05-12,10245.981666666668,13622.0,13622.0,
2006-05-13,9663.653333333334,13442.0,13442.0,
2006-05-14,9117.1975,13221.0,13221.0,
2006-05-15,10386.497916666667,13142.0,13142.0,
2006-05-16,10329.030833333332,13093.0,13093.0,
2006-05-17,10344.447083333334,12904.0,12904.0,
2006-05-19,10225.435416666667,12761.0,12761.0,
2006-05-20,9687.109166666669,12965.0,12965.0,
2006-05-21,9500.5425,13318.0,13318.0,
2006-05-22,10617.1275,13686.0,13686.0,
2006-05-23,10520.987083333332,13928.0,13846.0,
2006-05-24,10586.812083333332,14240.0,14240.0,
2006-05-25,10944.96375,14515.0,14485.0,
2006-05-26,10997.800833333333,14587.0,14496.0,
2006-05-27,10312.850416666666,14545.0,14545.0,
2006-05-28,10237.424166666666,14574.0,14574.0,
2006-05-29,11191.8325,14358.0,14286.0,
2006-05-30,11144.014166666668,13907.0,13828.0,
2006-05-31,10965.199166666664,13606.0,13517.0,
2006-06-01,11255.855833333331,13295.0,13185.0,
2006-06-02,10972.950833333334,13002.0,12911.0,
2006-06-03,10345.932083333331,12733.0,12733.0,
2006-06-04,9994.417083333334,12541.0,12541.0,
2006-06-05,10716.023333333333,12375.0,12375.0,
2006-06-06,10581.74875,12361.0,12348.0,
2006-06-07,10766.44375,12302.0,12302.0,
2006-06-08,10978.11125,12263.0,12263.0,
2006-06-09,11035.529583333337,12214.0,12214.0,
2006-06-10,10548.025416666664,12133.0,12133.0,
2006-06-11,9902.76375,12164.0,12109.0,
2006-06-12,10576.866666666669,12102.0,12102.0,
2006-06-13,10344.15125,11926.0,11834.0,
2006-06-14,10990.53625,11732.0,11732.0,
2006-06-15,10435.52375,11630.0,11630.0,
2006-06-16,10282.999583333332,11509.0,11509.0,
2006-06-17,9794.85,11396.0,11396.0,
2006-06-18,9295.4625,11302.0,11066.0,
2006-06-19,10040.089583333332,11210.0,11210.0,
2006-06-20,10723.4525,11220.0,11220.0,
2006-06-21,10680.33875,11175.0,11175.0,
2006-06-22,10277.985833333334,11140.0,10912.0,
2006-06-23,10646.150416666664,11060.0,11060.0,
2006-06-24,10173.345416666669,10919.0,10919.0,
2006-06-25,10205.029583333331,10760.0,10760.0,
2006-06-26,10864.315833333332,10641.0,10641.0,
2006-06-27,10228.539166666667,10579.0,10436.0,
2006-06-28,10994.514583333332,10454.0,10454.0,
2006-06-29,10898.542916666667,10392.0,10392.0,
2006-06-30,10808.409166666666,10407.0,10407.0,
2006-07-01,9799.688333333334,10548.0,10441.0,
2006-07-02,9984.47,10699.0,10699.0,
2006-07-03,10818.947916666666,10867.0,10867.0,
2006-07-04,10672.227083333331,11026.0,11026.0,
2006-07-05,10531.668333333331,11199.0,11199.0,
2006-07-06,10680.430833333334,11312.0,11312.0,
2006-07-07,10860.391666666666,11372.0,11372.0,
2006-07-08,10478.016666666666,11325.0,11325.0,
2006-07-09,10176.35375,11219.0,11219.0,
2006-07-10,10897.238333333333,10760.0,10707.0,
2006-07-11,10834.054166666669,10726.0,10685.0,
2006-07-12,10867.234166666669,10450.0,10450.0,
2006-07-13,10888.5275,10357.0,10357.0,
2006-07-14,10800.719166666668,10214.0,10214.0,
2006-07-15,10197.664166666667,10149.0,10149.0,
2006-07-16,9832.107083333334,10134.0,10134.0,
2006-07-17,10750.714583333332,10148.0,10148.0,
2006-07-18,10697.124583333332,10132.0,10132.0,
2006-07-19,11012.673333333332,10181.0,10181.0,
2006-07-20,10941.65875,10198.0,10198.0,
2006-07-21,10974.985833333332,10214.0,10214.0,
2006-07-22,10512.9925,10198.0,10198.0,
2006-07-23,10075.020833333334,10095.0,10095.0,
2006-07-24,11250.794166666668,9994.0,9905.0,
2006-07-25,11046.0225,9938.0,9877.0,
2006-07-26,11035.282916666663,9729.0,9578.0,
2006-07-27,11095.342083333337,9459.0,9302.0,
2006-07-28,10964.357916666666,9245.0,9122.0,
2006-07-29,10574.762083333331,9024.0,9024.0,
2006-07-30,9946.598333333332,8919.0,8919.0,
2006-07-31,11150.666666666666,8871.0,8871.0,
2006-08-01,11387.882083333332,8865.0,8865.0,
2006-08-02,11554.980833333331,8814.0,8814.0,
2006-08-03,10909.374583333332,8845.0,8845.0,
2006-08-04,11025.179166666669,8936.0,8936.0,
2006-08-05,10387.324166666667,9082.0,9082.0,
2006-08-06,9736.63,9337.0,9337.0,
2006-08-07,11162.60625,9577.0,9577.0,
2006-08-08,11259.289583333331,9643.0,9508.0,
2006-08-09,10931.1925,9631.0,9456.0,
2006-08-10,10661.453333333331,9610.0,9550.0,
2006-08-11,10678.86125,9520.0,9520.0,
2006-08-12,10437.294782608697,9435.0,9435.0,
2006-08-13,9799.497083333334,9371.0,9371.0,
2006-08-14,11033.379583333332,9235.0,9235.0,
2006-08-15,10697.104583333334,9084.0,9084.0,
2006-08-16,10913.09,8899.0,8899.0,
2006-08-17,11001.712916666664,8746.0,8746.0,
2006-08-18,11000.51875,8607.0,8607.0,
2006-08-19,10411.337083333334,8544.0,8544.0,
2006-08-20,9785.007083333334,8524.0,8524.0,
2006-08-21,10705.900833333331,8558.0,8558.0,
2006-08-22,11120.022083333331,8533.0,8533.0,
2006-08-23,10894.7525,8489.0,8489.0,
2006-08-24,10728.94,8407.0,8407.0,
2006-08-25,10060.0225,8265.0,8265.0,
2006-08-26,9379.629583333332,8122.0,8122.0,
2006-08-27,9128.6475,8186.0,8186.0,
2006-08-28,9820.5375,8306.0,8306.0,
2006-08-29,10030.542916666667,8410.0,8410.0,
2006-08-30,10701.584166666666,8632.0,8632.0,
2006-08-31,10449.294166666668,8746.0,8746.0,
2006-09-01,9821.77625,8623.0,8373.0,
2006-09-02,6923.861250000001,8726.0,6591.0,
2006-09-03,6958.6779166666665,9061.0,7990.0,
2006-09-04,7532.97375,9320.0,9320.0,
2006-09-05,8578.46125,9696.0,9696.0,
2006-09-06,9590.317083333332,10067.0,10067.0,
2006-09-07,9312.270833333334,10252.0,10252.0,
2006-09-08,10088.464166666668,10164.0,10164.0,
2006-09-09,9341.145416666666,10024.0,10024.0,
2006-09-10,9343.03625,9948.0,9948.0,
2006-09-11,10372.520416666666,9888.0,9888.0,
2006-09-12,11661.22375,9715.0,9715.0,
2006-09-13,12021.6975,9482.0,9482.0,
2006-09-14,12033.679166666669,9154.0,9154.0,
2006-09-15,11984.87375,8827.0,8827.0,
2006-09-16,11171.8275,8539.0,8539.0,
2006-09-17,10377.225454545454,8482.0,8482.0,
2006-09-18,11287.27625,8641.0,8641.0,
2006-09-19,11608.139583333332,8745.0,8745.0,
2006-09-20,10958.704583333332,8826.0,8826.0,
2006-09-21,11146.043333333331,9093.0,9093.0,
2006-09-22,11241.792083333334,9392.0,9392.0,
2006-09-23,11249.230416666664,9807.0,9807.0,
2006-09-24,10184.937916666668,10193.0,10193.0,
2006-09-25,11145.026666666668,10530.0,10530.0,
2006-09-26,11650.87,10802.0,10802.0,
2006-09-27,10977.445,10856.0,10856.0,
2006-09-28,10475.6875,10955.0,10955.0,
2006-09-29,10765.53625,10931.0,10931.0,
2006-09-30,10298.534166666666,10919.0,10860.0,
2006-10-01,9360.35875,10914.0,10565.0,
2006-10-02,10643.00625,10994.0,10767.0,
2006-10-03,11291.325,11084.0,11084.0,
2006-10-04,11353.08625,11329.0,11329.0,
2006-10-05,11253.025416666664,11559.0,11559.0,
2006-10-06,11242.446666666669,11820.0,11820.0,
2006-10-07,10740.055833333334,12035.0,12035.0,
2006-10-08,9915.278333333334,12311.0,12311.0,
2006-10-09,10045.408636363636,12639.0,12639.0,
2006-10-10,10828.745416666668,12850.0,12850.0,
2006-10-11,10951.880416666669,12826.0,12826.0,
2006-10-12,10391.40875,12903.0,12903.0,
2006-10-13,10964.37375,12969.0,12969.0,
2006-10-14,10291.2225,13016.0,13016.0,
2006-10-15,9642.221666666666,12983.0,12983.0,
2006-10-16,10554.147916666669,13024.0,13024.0,
2006-10-17,11595.89875,13008.0,13008.0,
2006-10-18,11469.8375,12982.0,12982.0,
2006-10-19,11341.307916666668,13031.0,13031.0,
2006-10-20,10579.868333333334,13261.0,13261.0,
2006-10-21,9735.128333333332,13465.0,13465.0,
2006-10-22,9134.134583333334,13657.0,13657.0,
2006-10-23,10056.191666666668,13678.0,13678.0,
2006-10-24,9623.830833333332,13583.0,13583.0,
2006-10-25,9801.552083333334,13404.0,13404.0,
2006-10-26,9315.83,13275.0,13275.0,
2006-10-27,9025.1575,12933.0,12933.0,
2006-10-28,8896.17,12569.0,12503.0,
2006-10-29,8812.915833333334,12136.0,11963.0,
2006-10-30,9471.7875,11710.0,11596.0,
2006-10-31,9009.826666666666,11214.0,11179.0,
2006-11-01,10115.27625,10970.0,10970.0,
2006-11-02,9614.65125,10912.0,10912.0,
2006-11-03,9795.53875,11030.0,11030.0,
2006-11-04,9419.61,11231.0,11231.0,
2006-11-05,9072.48695652174,11837.0,11837.0,
2006-11-06,10161.742916666668,12374.0,12374.0,
2006-11-07,11142.4275,12881.0,12881.0,
2006-11-08,11177.64375,13350.0,13350.0,
2006-11-09,10710.685833333331,13755.0,13755.0,
2006-11-10,10363.915833333334,13915.0,13915.0,
2006-11-11,9918.978333333334,14201.0,14201.0,
2006-11-12,9873.26125,14453.0,14453.0,
2006-11-13,10850.157083333334,14564.0,14564.0,
2006-11-14,11054.440416666666,14317.0,14317.0,
2006-11-15,10529.711666666668,14072.0,14072.0,
2006-11-16,11375.117916666668,13807.0,13807.0,
2006-11-17,11410.539583333331,13367.0,13231.0,
2006-11-18,10618.431666666664,12702.0,12649.0,
2006-11-19,9853.765833333331,11960.0,11960.0,
2006-11-20,10464.472083333332,11217.0,11217.0,
2006-11-21,10727.646666666666,10713.0,10692.0,
2006-11-22,10843.421666666669,10370.0,10266.0,
2006-11-23,10848.927916666666,10119.0,9963.0,
2006-11-24,11000.3575,10010.0,9976.0,
2006-11-25,10410.672916666666,10108.0,10108.0,
2006-11-26,10149.170833333334,10480.0,10469.0,
2006-11-27,11268.75625,10995.0,10995.0,
2006-11-28,11012.302916666667,11603.0,11603.0,
2006-11-29,11193.793333333331,12450.0,12450.0,
2006-11-30,10579.325,13197.0,13197.0,
2006-12-01,10569.454166666666,14119.0,14119.0,
2006-12-02,10010.614166666666,15115.0,15115.0,
2006-12-03,9853.101666666667,15947.0,15925.0,
2006-12-04,10697.837916666664,16676.0,16676.0,
2006-12-05,11029.453333333331,17637.0,17605.0,
2006-12-06,10304.941666666668,18658.0,18646.0,
2006-12-07,9865.246666666668,19682.0,19682.0,
2006-12-08,9841.342083333331,20574.0,20574.0,
2006-12-09,9733.78,21508.0,21508.0,
2006-12-10,9724.565,22689.0,22689.0,
2006-12-11,9547.791666666666,23684.0,23684.0,
2006-12-12,10311.147083333331,23913.0,23913.0,
2006-12-13,10718.992916666668,23471.0,23471.0,
2006-12-14,11446.77625,23294.0,23294.0,
2006-12-15,11306.745833333334,23893.0,23893.0,
2006-12-16,11133.331666666669,24760.0,24760.0,
2006-12-17,10311.72125,25276.0,25276.0,
2006-12-18,10825.117916666666,25750.0,25750.0,
2006-12-19,10617.347083333334,26663.0,26663.0,
2006-12-20,10937.370833333334,27727.0,27727.0,
2006-12-21,10705.464166666668,28608.0,28608.0,
2006-12-22,9102.3425,29055.0,29055.0,
2006-12-23,10532.257083333334,29746.0,29746.0,
2006-12-24,10406.297916666666,30741.0,30714.0,
2006-12-25,8850.842916666666,30803.0,27871.0,
2006-12-26,10544.943333333336,32173.0,29510.0,
2006-12-27,12048.614166666666,31373.0,28946.0,
2006-12-28,11984.1,29235.0,26080.0,
2006-12-29,11966.154583333337,29012.0,25804.0,
2006-12-30,11246.41125,28264.0,24487.0,
2006-12-31,10065.607916666666,26437.0,22119.0,
2007-01-01,8994.9025,26716.0,22663.0,
2007-01-02,11223.31125,27130.0,26273.0,
2007-01-03,11675.100833333332,28276.0,28276.0,
2007-01-04,11332.009583333333,29471.0,29409.0,
2007-01-05,11436.46375,31197.0,30091.0,
2007-01-06,11727.090416666666,33438.0,32416.0,
2007-01-07,10766.778333333334,36284.0,34358.0,
2007-01-08,11790.7175,39222.0,37435.0,
2007-01-09,12030.070833333331,41761.0,38781.0,
2007-01-10,11834.459583333331,43509.0,39313.0,
2007-01-11,11823.3925,45047.0,40310.0,
2007-01-12,11783.632083333332,45743.0,39722.0,
2007-01-13,11143.218333333332,45883.0,37702.0,
2007-01-14,9514.095,45744.0,36050.0,
2007-01-15,11219.003750000002,45889.0,37270.0,
2007-01-16,11313.424166666666,45864.0,35144.0,
2007-01-17,11055.34875,46103.0,34815.0,
2007-01-18,11527.974166666669,46376.0,35716.0,
2007-01-19,11609.205833333332,46756.0,36199.0,
2007-01-20,11214.0325,47246.0,34741.0,
2007-01-21,9743.73875,47899.0,32454.0,
2007-01-22,10931.224166666669,48365.0,34601.0,
2007-01-23,11067.53625,48534.0,34943.0,
2007-01-24,11204.431666666664,48680.0,34326.0,
2007-01-25,11200.985,48002.0,32772.0,
2007-01-26,10915.93125,46901.0,32054.0,
2007-01-27,10848.4125,46172.0,29072.0,
2007-01-28,8755.9825,46136.0,27423.0,
2007-01-29,10517.566666666668,46152.0,30327.0,
2007-01-30,10992.288333333332,45676.0,28635.0,
2007-01-31,11046.91625,45556.0,28814.0,
2007-02-01,10610.325416666668,45747.0,28006.0,
2007-02-02,10586.065416666666,46033.0,28856.0,
2007-02-03,9927.279166666667,45913.0,28724.0,
2007-02-04,8115.329583333333,45615.0,24609.0,
2007-02-05,10290.2,45732.0,27914.0,
2007-02-06,10817.1775,45854.0,28889.0,
2007-02-07,10983.866666666669,45614.0,29036.0,
2007-02-08,10523.41375,44971.0,26923.0,
2007-02-09,10419.772916666669,44860.0,26462.0,
2007-02-10,10399.222083333332,44714.0,26537.0,
2007-02-11,8751.6775,44139.0,23471.0,
2007-02-12,10255.831666666669,43523.0,24647.0,
2007-02-13,10247.130416666669,43174.0,23786.0,
2007-02-14,10030.332083333333,43228.0,23995.0,
2007-02-15,10043.9875,43087.0,24189.0,
2007-02-16,10343.19375,42411.0,24367.0,
2007-02-17,9912.596666666666,41314.0,24056.0,
2007-02-18,9671.260416666666,40340.0,21344.0,
2007-02-19,9923.29375,39584.0,21312.0,
2007-02-20,9754.5575,38846.0,19846.0,
2007-02-21,10514.235833333334,38254.0,20035.0,
2007-02-22,11016.67375,37828.0,19974.0,
2007-02-23,11011.075,37281.0,19947.0,
2007-02-24,10941.454583333332,36690.0,18981.0,
2007-02-25,10300.664583333331,36039.0,16944.0,
2007-02-26,11021.640833333331,34991.0,17238.0,
2007-02-27,10844.4625,33693.0,15601.0,
2007-02-28,10957.467083333337,32598.0,15185.0,
2007-03-01,10897.45875,31505.0,13830.0,
2007-03-02,10957.185833333337,30400.0,12901.0,
2007-03-03,10419.232083333334,29451.0,12209.0,
2007-03-04,9395.763333333334,28825.0,10396.0,
2007-03-05,11016.562916666668,28349.0,12965.0,
2007-03-06,11050.080833333332,27954.0,13599.0,
2007-03-07,11021.089583333334,27372.0,14754.0,
2007-03-08,11179.46625,27018.0,16932.0,
2007-03-09,11324.005416666669,26784.0,19183.0,
2007-03-10,10786.902083333332,26048.0,19597.0,
2007-03-11,9684.8875,24593.0,17038.0,
2007-03-12,10976.819166666666,23688.0,18706.0,
2007-03-13,11648.13875,22499.0,19571.0,
2007-03-14,11972.155416666666,21673.0,20281.0,
2007-03-15,11928.8975,21374.0,20324.0,
2007-03-16,11813.932916666668,21432.0,20503.0,
2007-03-17,10593.198333333334,21934.0,19803.0,
2007-03-18,9844.644166666669,22532.0,19739.0,
2007-03-19,11640.238333333333,23446.0,22029.0,
2007-03-20,11486.798333333332,24532.0,23264.0,
2007-03-21,10932.055833333334,25827.0,23426.0,
2007-03-22,10741.600833333332,26360.0,23833.0,
2007-03-23,11232.79625,26363.0,24848.0,
2007-03-24,11165.64625,26392.0,24900.0,
2007-03-25,10205.438333333334,26713.0,24415.0,
2007-03-26,11528.634583333333,26579.0,26040.0,
2007-03-27,11905.014166666668,25824.0,25824.0,
2007-03-28,12049.936666666666,24610.0,24610.0,
2007-03-29,11994.05125,23432.0,23432.0,
2007-03-30,12042.948333333334,22275.0,22275.0,
2007-03-31,11486.984166666669,21265.0,21142.0,
2007-04-01,11138.26875,20410.0,20353.0,
2007-04-02,12097.941666666666,19623.0,19623.0,
2007-04-03,12054.7325,18805.0,18805.0,
2007-04-04,11758.466666666667,18116.0,18116.0,
2007-04-05,11468.105416666664,17566.0,17524.0,
2007-04-06,10701.807083333331,17275.0,17204.0,
2007-04-07,9939.969166666668,17055.0,17055.0,
2007-04-08,10291.993333333334,16879.0,16879.0,
2007-04-09,11149.09125,16828.0,16828.0,
2007-04-10,11477.262083333331,16822.0,16822.0,
2007-04-11,11972.52875,16855.0,16855.0,
2007-04-12,11767.63625,16977.0,16977.0,
2007-04-13,11910.355416666664,17095.0,17095.0,
2007-04-14,11691.345833333333,17189.0,17189.0,
2007-04-15,10867.152916666668,17243.0,17243.0,
2007-04-16,11632.1775,17108.0,17108.0,
2007-04-17,11811.785833333332,16905.0,16905.0,
2007-04-18,11947.905416666666,16675.0,16675.0,
2007-04-19,11958.027083333334,16423.0,16423.0,
2007-04-20,11407.078333333331,16159.0,16159.0,
2007-04-21,10300.852916666669,15903.0,15903.0,
2007-04-22,10445.647916666669,15742.0,15742.0,
2007-04-23,10773.987083333332,15772.0,15772.0,
2007-04-24,11082.282083333334,15968.0,15968.0,
2007-04-25,10544.10125,16332.0,16332.0,
2007-04-26,10815.707916666666,16697.0,16697.0,
2007-04-27,10427.994583333331,17429.0,16824.0,
2007-04-28,9098.64875,18870.0,14973.0,
2007-04-29,6318.807083333333,18131.0,10431.0,
2007-04-30,8914.459166666666,17772.0,14221.0,
2007-05-01,6652.485000000001,17294.0,13245.0,
2007-05-02,8875.719166666668,16719.0,15858.0,
2007-05-03,9516.087916666664,16153.0,16153.0,
2007-05-04,9684.596666666666,15723.0,15175.0,
2007-05-05,8588.204166666666,15399.0,12902.0,
2007-05-06,7798.14375,15082.0,12553.0,
2007-05-07,9461.102083333331,14821.0,14400.0,
2007-05-08,10342.67,14623.0,14623.0,
2007-05-09,10007.874583333332,14341.0,14231.0,
2007-05-10,9237.224583333336,14209.0,13939.0,
2007-05-11,10480.525416666667,14113.0,13274.0,
2007-05-12,9538.670416666666,14005.0,13224.0,
2007-05-13,7922.235416666666,13885.0,12516.0,
2007-05-14,9934.002916666666,13832.0,13433.0,
2007-05-15,10336.61875,13629.0,13274.0,
2007-05-16,10506.101666666667,13510.0,13510.0,
2007-05-17,9653.96125,13469.0,13187.0,
2007-05-18,9612.225416666666,13445.0,12776.0,
2007-05-19,9285.149583333334,13762.0,12625.0,
2007-05-20,7761.460416666666,14269.0,11412.0,
2007-05-21,9682.493333333334,14649.0,13515.0,
2007-05-22,10094.561666666666,14968.0,14251.0,
2007-05-23,9797.704166666666,15473.0,15473.0,
2007-05-24,9512.5975,16056.0,15141.0,
2007-05-25,9581.4625,16624.0,15037.0,
2007-05-26,8784.560833333333,17058.0,12410.0,
2007-05-27,8262.480416666667,17255.0,13058.0,
2007-05-28,9448.677916666666,17225.0,15209.0,
2007-05-29,9525.829166666666,17084.0,16185.0,
2007-05-30,9759.378333333332,16780.0,16345.0,
2007-05-31,9693.81625,16272.0,15543.0,
2007-06-01,10153.884583333334,15791.0,14857.0,
2007-06-02,9493.78625,15489.0,14832.0,
